,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,empl_transp_utilities,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,aa_and_mixed,aa,latino,immigrant,county,state,FIPS,area,prc_obese,nh_weighted_health_score,nh_num_beds,nh_prc_occupied,nh_nurse_hours,nh_total_fines,nh_overall_rating,incarcerated,domestic_passengers,intl_passengers,deaths_march24,deaths_april1,deaths_april11,deaths_april23,deaths_april25,deaths,cases_march24,cases_april1,cases_april11,cases_april23,cases_april25,cases_may11,ten_plus,order,density,death_prc,cases_prc,prc_incarcerated,uninsured
104,2.28,6.563969980968796,7.3718984523681295,28.683256131279396,15.619950447053752,2.5889619016840824,16.180114187223953,3.65901827713742,17.4,24174,0.0,74254,20.863522503838176,10.38462574406766,0.0,0.8969213779729038,0.5050232984081666,Raleigh County,WV,54081.0,605.35,39.8,74.30046088435374,588.0,74.33673469387756,3.9682028061224486,0.0,3.1343537414965987,555.0,0,0,0,0,0,0,0,0,0,3,5,8,9,9,9,48,122.66292227636904,0.0,6.733643978775554e-05,0.007474344816440865,3.028793061653232
105,2.45,0.9409293397558944,8.669733077396689,22.350512476911373,9.551265799862373,16.336242801781896,10.808011299844262,6.390931150628372,5.8,33091,0.6,263378,14.948856776192393,4.1396775736773765,2.688151629976688,8.755097236671249,6.1865455732825065,Brown County,WI,55009.0,529.71,32.5,45.16616552399608,1021.0,71.57688540646423,4.23616361410382,1258.0293829578845,3.9285014691478937,566.0,307000,0,0,0,1,2,2,18,3,11,60,455,720,1924,40,47,497.2116818636612,6.834283805025477e-05,0.0002278094601675159,0.0021490025742468997,1.1014587399099156
106,2.48,1.0454170304893364,6.50574740140904,23.20251665610086,8.060715524562516,21.559034962860185,11.55221702570482,4.026171309641998,7.9,28654,0.8,163129,16.64388306187128,6.749259788265729,3.969864340491268,8.913804412458852,4.8133685610774295,Rock County,WI,55105.0,718.14,36.1,74.59988250319284,783.0,74.96807151979566,3.8583950702426564,46681.34099616858,2.2464878671775224,457.0,0,0,0,0,3,4,4,13,3,17,53,99,151,361,45,47,227.15487230902053,7.969153246816936e-05,0.00032489624775484434,0.0028014638721502614,0.730710051554297
107,2.43,1.9903691813804167,6.489820055757371,18.91864492692405,7.025428740390304,32.971192025006324,10.049843710399594,4.207147081186111,4.2,31211,0.3,115456,17.925443458980048,3.1501177937915745,2.1939093680709534,6.502044068736143,4.664980598669623,Sheboygan County,WI,55117.0,511.27,28.4,65.9707997159091,704.0,73.4375,3.616923636363637,9529.261363636364,3.2713068181818183,234.0,0,0,0,0,2,2,2,2,6,12,34,44,44,66,41,47,225.82197273456296,1.732261640798226e-05,0.00029448447893569847,0.0020267461197339244,1.9721798780488058
108,2.45,3.016829327938463,6.567217269513796,22.293857406460504,8.87930459527356,3.1346568551166047,11.969498232587092,8.82372557301972,5.7,34448,0.0,98976,16.33022146783059,4.172728742321371,2.0257436146136443,14.795505981247981,2.135871322340769,Laramie County,WY,56021.0,2685.91,29.8,93.74622141119221,411.0,80.60827250608274,3.3846644768856446,52620.588807785876,2.812652068126521,221.0,0,0,0,0,0,0,0,0,6,29,58,117,124,166,47,47,36.8500806058282,0.0,0.0005860006466214032,0.0022328645328160363,3.7493937924345175
109,2.34,0.4955474188590543,20.480743151613787,21.905230087695507,6.929753186872796,11.792559443088331,10.834237410722356,3.002667028297622,8.4,35822,0.1,366519,15.187480048783286,25.95226986868348,24.15727424771976,5.0684957669315915,5.416908809638791,Madison County,AL,1089.0,801.59,32.8,16.008520915548534,1267.0,84.58563535911603,3.8353911444356745,1907.9597474348852,3.857932123125493,838.0,580000,0,0,1,3,4,4,4,21,105,186,205,202,250,50,37,457.23998552876157,1.0913486067570849e-05,0.0005074771021420445,0.0022863753311560928,1.470592247605154
110,2.53,5.95073346249654,5.365545055553358,22.316238978292674,8.240085405875607,14.147325135423667,11.6049187457989,4.22284607172512,9.4,26348,0.0,63711,18.930796879659713,6.907755332674108,6.0633171665803385,2.5631366639983675,1.4063505517100658,Walker County,AL,1127.0,791.19,40.1,12.474074144486694,526.0,90.9315589353612,4.241031787072243,0.0,3.9486692015209126,283.0,0,0,0,0,0,0,0,0,3,32,78,89,89,107,46,37,80.52553748151519,0.0,0.0012242783820690304,0.004441933104173534,1.090863430176924
111,2.69,1.37170896041598,10.650701234025412,17.701856530814016,7.590904097550258,15.41836024753744,19.710718078289204,5.683840492145446,6.1,35872,0.1,272608,13.312155182533159,2.4324304495832845,1.8829234651954456,16.864875572250266,11.58880150252377,Benton County,AR,5007.0,847.36,29.2,87.19283347073372,1213.0,73.18219291014015,4.282970601813686,4477.757625721352,3.1014014839241546,601.0,755000,0,0,0,0,0,0,0,1,39,47,70,79,123,46,0,321.714501510574,0.0,0.00017240873341941543,0.002204630825214227,0.6338772156356498
112,3.31,1.2893092051441477,10.695563149504704,20.397918780064792,11.976738206654105,8.28177810605246,12.816986344915929,6.923749374745808,9.4,28961,1.2,2450758,14.404727027311552,7.7837958705021055,6.53124461901175,49.55385231834397,21.36302319527265,Riverside County,CA,6065.0,7206.48,27.0,118.92413278981194,4887.0,88.13007368615736,4.240039453889604,6749.99590750972,2.8317786376943253,3761.0,8418000,212000,6,13,41,100,112,217,46,371,1431,3218,3315,5189,58,53,340.07698626791444,8.854403413148095e-05,0.0005839009808393975,0.0015346272459377875,0.9257952029535659
113,2.95,0.5409098841766604,21.1805757544983,19.849696859745013,7.7960633671098,16.08837162066895,8.181681040645147,3.198329351608186,4.1,58588,4.1,1937570,13.483487048209872,3.262643414173424,2.554023854622027,25.315472473252573,39.03188013852403,Santa Clara County,CA,6085.0,1290.1,19.2,82.04002540435637,5122.0,89.76477847343271,4.1627513385209785,16262.785825849274,3.5263640583501425,3488.0,33736000,7714000,16,32,50,95,99,129,302,956,1484,1987,2040,2341,69,55,1501.8758235795676,6.657823975391857e-05,0.0007659078123629082,0.0018001930252842478,0.5280325355987117
114,2.75,5.134681999807967,13.382523468716993,22.772964628895146,10.909722068349176,8.81064752239776,11.716263026892085,2.802212817501643,7.1,42131,2.5,274255,16.535341197061133,1.8953164026180007,1.047929846310915,34.07011722666861,17.357568686076828,Santa Cruz County,CA,6087.0,445.17,18.6,69.04365793103449,725.0,88.41379310344826,3.8218164551724136,1713.103448275862,3.7655172413793103,437.0,6547000,471600,0,1,1,2,2,2,22,49,80,114,115,141,55,53,616.0680189590494,7.292483272866493e-06,0.0002916993309146597,0.0015934075951213288,0.5793877960292377
115,3.11,4.377230557383335,9.241643171825364,21.213771826235494,8.269893630464999,11.914608053755614,11.495840650505702,7.102922656580224,11.8,26191,1.0,549815,13.187526713530914,3.7325282140356304,3.0673953966334127,46.98562243663778,18.896356047034,Stanislaus County,CA,6099.0,1494.83,30.4,94.09927863931965,1999.0,89.879939969985,4.136886410340991,0.0,2.985992996498249,1237.0,0,0,0,0,1,5,5,21,8,39,116,251,264,508,48,53,367.8110554377421,3.819466547838818e-05,0.0002109800569282395,0.002249847676036485,0.4901648736393156
116,3.0,10.746766999725912,6.241746193905264,21.630578327062526,9.221837390676002,8.247576807116339,13.659581890215035,5.693568883462487,11.3,27657,0.6,96807,15.353228588841715,4.262088485336804,2.0669992872416247,31.53284369931927,20.013015587715767,Sutter County,CA,6101.0,602.41,31.7,114.22039722863741,433.0,90.1847575057737,4.132120069284065,8982.249422632794,3.369515011547344,239.0,5768000,132700,0,0,2,3,3,2,0,10,37,44,44,34,40,53,160.69952358028587,2.0659663040895805e-05,0.00038220376625657237,0.0024688297333870486,1.1951615069158237
117,3.08,5.619532588516587,13.508831375842929,18.963476617494766,10.016846666698482,8.767425323451228,10.587867536520996,3.775944105337005,6.1,36791,1.1,850967,15.537500279094255,2.7405293037215306,1.72697648674978,43.02140976089553,21.235841107822047,Ventura County,CA,6111.0,1843.13,20.3,74.58026659471129,1853.0,86.47598488936858,4.321508958445763,0.0,3.7226119805720455,1624.0,0,0,1,5,10,16,16,19,30,149,298,465,476,678,55,53,461.69667901884293,2.2327540315899442e-05,0.0003501898428493702,0.0019084171301589838,0.8786474681156875
118,3.02,1.8740285044989815,11.07377162831768,17.956885668206464,9.07823777101532,8.06897709277463,13.495851303719597,6.926169990732022,6.5,31072,3.4,511868,10.375526502926537,4.776036009283644,3.282877616885603,40.44910015863465,15.810521462564571,Adams County,CO,8001.0,1167.65,27.7,95.1458976608187,2052.0,80.80409356725147,3.861469230019493,50953.01608187135,2.8372319688109155,979.0,29883000,1458900,0,2,23,50,57,81,18,181,543,1082,1302,2278,54,46,438.3745129105468,0.00015824392226120796,0.0010608203677510608,0.0019126024678237357,0.6378597607195644
119,2.52,1.304045520979666,8.603294878889788,28.706029259432693,10.185461098576761,6.195280462020914,13.693187461864829,4.5861535623572145,14.0,24443,0.7,167529,18.403977818765707,3.1940738618388456,2.1578353598481463,43.090450011639774,3.485366712628858,Pueblo County,CO,8101.0,2386.1,29.4,78.3311056218058,1174.0,79.09964936312231,3.589119262856459,33786.66269165247,2.557069846678024,603.0,0,0,0,2,2,7,9,12,3,21,50,108,121,185,43,46,70.21038514731151,7.162938953852766e-05,0.00029845578974386524,0.003599376824311015,1.8999695575094364
120,2.47,0.2566717307305432,9.263768357231553,30.148060278546637,8.513408207483254,10.744602378491374,11.596243805771186,4.419378484434362,8.7,38305,3.7,857620,17.349059023810078,15.902964016697373,14.045731209626641,18.63342739208507,12.618292483850658,New Haven County,CT,9009.0,604.51,27.8,49.400970904490826,6324.0,85.752688172043,3.833461022414389,13936.776565464896,3.0623023402909557,0.0,0,0,0,15,107,372,416,716,41,611,2715,6064,6509,9260,54,49,1418.7027509884037,0.0008348685898183345,0.003165737739325109,0.0,1.2233856486555794
121,2.7,2.3273099666347328,11.95038155330184,20.911103035908962,14.58326451058769,4.041822206071818,14.095999471441312,6.61854580291368,4.2,37361,0.1,157413,32.64279316193707,9.924212104464052,8.571083709731727,12.681290617674525,9.480157293234994,Indian River County,FL,12061.0,502.87,27.2,103.33729420084869,707.0,89.47666195190949,4.215321697312588,25020.178217821784,2.3069306930693068,446.0,0,0,0,0,1,5,5,8,10,33,70,88,89,100,49,38,313.02921232127585,5.082172374581515e-05,0.00044469008277588253,0.0028333110988291946,0.7527967829848734
122,2.59,1.359939662178359,12.825295111584046,19.999181463659912,11.97401731789028,8.994545039962112,14.43547302630425,3.4542233551804578,6.2,35182,0.4,394855,27.29786883792785,9.54856846184042,8.267845158349267,16.73399095870636,14.173304124298792,Manatee County,FL,12081.0,742.93,26.6,33.695480250783696,1595.0,86.90282131661442,4.159690796238245,16429.98746081505,3.655799373040753,1118.0,662000,0,1,2,13,39,42,74,15,58,203,473,497,783,52,38,531.4834506615698,0.00018741056843651468,0.0005141127755758443,0.0028314191285408567,0.8246065011206838
123,2.65,1.1047848983369746,16.76107853344173,19.715450382869843,12.187144872518713,4.318205775031658,12.586548222250785,4.961929612018488,8.7,38805,1.4,1485941,23.879682975299826,19.93605398868461,18.408671676735484,22.9194833442243,26.130916368819488,Palm Beach County,FL,12099.0,1969.76,21.1,44.06438938053097,6328.0,84.74557522123895,4.261287983928055,17476.234671302147,3.6268963337547406,2056.0,16610000,4158700,3,14,80,144,155,238,89,567,1441,2554,2614,3889,55,38,754.3766753310048,0.00016016786669188077,0.0009697558651386562,0.0013836350164643145,0.8547445692662023
124,2.61,4.9182270680255975,5.163150825630086,24.80445603223513,12.925653788417476,5.400173816860236,12.021016038555741,5.739906770956782,10.6,21696,0.0,74163,23.34587327912841,17.599072313687422,16.020117848522847,10.218033251082076,5.126545582028774,Putnam County,FL,12107.0,727.62,39.5,120.51881602373888,337.0,85.459940652819,4.117444271076988,8073.308605341246,2.0682492581602374,302.0,231000,0,0,0,1,1,1,2,2,13,29,75,83,127,46,38,101.9254555949534,2.6967625365748418e-05,0.0003910305678033521,0.004072111430228011,1.329503930531402
125,2.53,0.43635339933374,8.113983640657501,27.26817748166221,12.73714008664508,9.238492938582086,12.343014435633965,7.960712554153178,20.1,23403,1.6,153095,15.659557790914139,55.89143995558313,53.38058068519547,3.4070348476436205,2.9707044645481564,Bibb County,GA,13021.0,249.76,36.5,107.11696818572656,1163.0,79.96560619088564,3.4752740326741183,95390.97248495274,1.8598452278589848,758.0,0,0,0,0,1,5,6,15,2,22,63,234,247,370,45,38,612.9684497117232,9.79783794376041e-05,0.00041150919363793723,0.004951174107580261,2.3247003494561937
126,2.81,0.35385973456714964,16.75316571289419,19.166260806039208,8.349567758431755,9.352550834043587,11.685742116157313,5.3413795202727385,6.9,36567,0.3,254149,14.247154228425055,7.675025280445722,6.403330329845878,10.803505030513596,7.913861553655533,Cherokee County,GA,13057.0,421.67,26.3,32.903619946091645,371.0,84.17789757412399,3.685082614555256,2146.3611859838275,2.0,652.0,0,0,0,4,7,10,10,18,20,83,182,365,371,621,53,38,602.7201365997106,7.082459502103097e-05,0.000716115349657091,0.002565424219650677,0.47452478664092723
127,2.59,0.11039758287397496,17.816199392686986,23.00943305662361,8.563517767189941,5.774020947751881,9.995654831978417,7.664926915284381,10.3,36987,7.7,756558,12.423237874690376,54.80994186830357,53.2694122592055,8.59947287584032,17.308917492115608,DeKalb County,GA,13089.0,267.58,26.1,69.81152706082122,1525.3723536737234,81.09863013141917,3.810527943653544,21942.471284545958,2.9955962272388272,1832.0,45711000,6133500,0,4,13,34,36,71,75,365,835,1689,1788,2555,57,38,2827.4086254578074,9.384607657311139e-05,0.001103682731528845,0.00242149313073155,0.7390048086200949
128,2.91,0.0,9.366246993917104,17.646060263120667,8.04498514641392,12.389305418022351,10.724289149809026,12.037063233837886,10.4,27631,0.6,145331,11.894227659618387,50.57627071994275,47.96154984139653,9.996490769347217,9.300149314323852,Douglas County,GA,13097.0,200.07,30.8,44.0,246.0,88.2520325203252,3.6844300000000003,28256.0,1.0,744.0,45711000,6133500,0,2,5,8,8,12,7,55,147,273,276,417,48,38,726.4007597340931,8.257013300672258e-05,0.0010114841293323517,0.0051193482464168,0.7273052549008696
129,2.9,0.2784364594779936,20.00280915122321,18.95185610535969,7.944940636024886,9.516412879132137,10.781357150529194,3.776655953335041,3.9,44262,0.9,236612,12.001927205720758,4.757155173871149,4.202660896319713,9.692238770645618,18.351562896218287,Forsyth County,GA,13117.0,224.02,26.7,34.02540506329114,237.0,88.73417721518987,3.7491226582278485,0.0,2.4683544303797467,189.0,0,0,0,1,4,8,8,10,7,48,121,235,249,391,46,38,1056.2092670297295,4.226328334995689e-05,0.0005113857285344783,0.0007987760553141853,0.2480854732642399
130,2.44,0.2656532554916053,21.81477707707983,18.66640964209328,10.506430204059154,5.676204114229064,8.734062181587861,6.927546608652549,9.2,47866,7.4,1050114,11.682064994848178,44.84760702171385,43.525083943267106,7.2691155436457375,13.192567664082189,Fulton County,GA,13121.0,526.64,24.8,57.55566233283804,2692.0,84.19762258543835,3.3944859506638063,56701.919019316505,1.8618127786032683,3022.0,45711000,6133500,2,19,50,88,91,145,145,624,1422,2436,2543,3516,58,38,1993.9883032052255,0.0001380802465256153,0.0013541386935132756,0.0028777827931062722,0.848955446741968
131,2.41,0.7612819488817891,12.549920127795527,22.182008785942493,16.308905750798722,7.425619009584667,12.053214856230033,4.415435303514377,11.3,34518,0.2,85219,19.89579788544808,28.010185522008,0.0,6.842370832795504,5.625506049120501,Glynn County,GA,13127.0,419.75,33.5,55.095712871287134,505.0,82.61386138613861,3.9557378217821775,189075.64356435643,1.9603960396039604,370.0,0,0,0,0,0,1,1,1,4,18,33,51,51,73,42,38,203.0232281119714,1.1734472359450357e-05,0.0003872375878618618,0.004341754772996633,1.2544150952252409
132,3.1,0.14787227055964786,13.115507733635011,18.662200839355208,9.665931542341678,9.629704954568467,11.501835692298567,5.728249747367218,7.8,30556,0.8,927781,10.099905042245961,29.79614801337816,27.934717352478657,21.478344566228447,26.391573011303315,Gwinnett County,GA,13135.0,430.38,29.9,20.120676271186444,1180.0,81.33050847457628,3.6777466271186436,10360.26186440678,3.0737288135593217,2671.0,0,0,1,4,18,46,46,92,34,250,675,1351,1460,2475,53,38,2155.7251731028396,9.916133225405564e-05,0.0007275423833857344,0.00287891215707155,0.43814219088341133
133,2.58,0.7497284552414761,8.065541632447612,22.94222057382043,12.088377884335179,10.937293029909661,11.770471825575544,3.5605478581079293,15.1,24819,1.2,194160,13.435311083642356,49.92274412855378,46.90822002472188,7.667387721466831,4.276885043263288,Muscogee County,GA,13215.0,216.39,38.4,40.156112115732384,1106.0,69.79204339963833,4.44230666825321,2479.0506329113923,2.309222423146474,1546.0,0,0,0,0,4,4,4,14,2,21,144,256,270,377,42,38,897.2688201857758,7.210548001648125e-05,0.0007416563658838071,0.00796250515039143,4.736299958796863
134,2.77,4.094277730530919,13.428170663014546,22.068455175003596,16.521796755061242,2.8650003865652027,11.877491964966149,4.900542295755514,11.2,32572,1.2,200983,21.217217376594046,2.495733469994975,0.7398635705507429,12.951344143534527,12.8309359498067,Hawaii County,HI,15001.0,4028.42,26.2,64.79445153061225,784.0,87.23214285714286,3.94237991197594,49341.66071428571,4.31864746422953,0.0,2305000,107100,0,0,0,0,0,0,3,15,31,68,69,75,44,47,49.8912725088248,0.0,0.00015424190105630824,0.0,0.6398551121239251
135,3.14,2.9890037568212366,9.356404420434913,10.324402884799957,31.987824608550202,1.3985246935585598,11.185455343186991,6.956974799133463,3.6,32909,1.5,72133,20.39149903650202,1.027269072407913,0.17606366018327255,11.205689490247183,21.863779407483396,Kauai County,HI,15007.0,619.96,21.5,48.402468468468456,333.0,79.42942942942943,4.401877627627628,9254.966966966967,4.087087087087087,0.0,1620000,0,0,0,0,0,0,0,3,12,19,21,21,21,44,47,116.35105490676817,0.0,0.00026340232625843925,0.0,0.9357714222339268
136,2.58,1.517311825668745,13.706454427443552,22.509416696814284,9.402225958162203,8.45012874805814,11.65755144602158,3.9224532357259903,5.9,34407,0.4,469966,14.357634382061686,2.3765548997161496,1.5626662354297969,8.31464403807935,5.804675231825281,Ada County,ID,16001.0,1052.58,25.3,105.71584494002569,1516.0,66.75104875021869,4.150630157989564,19287.66029023747,3.510386674285683,1021.0,1936000,0,0,3,6,14,15,21,13,195,513,635,650,739,51,47,446.4895779893215,4.468408352944681e-05,0.0010915683262193434,0.002172497584931676,1.7237417174859644
137,2.95,4.799163264074663,10.206770320011264,19.34147273568397,8.207454190719472,13.19468189955146,12.81855301003681,4.996278938793572,7.4,22025,0.1,223499,14.286417388892119,1.4389326126738822,0.401344077602137,25.567899632660552,10.126219804115452,Canyon County,ID,16027.0,587.37,34.8,108.97178373983739,615.0,73.0569105691057,4.366070795425959,30814.186991869923,3.55609756097561,339.0,1936000,0,0,1,5,6,6,7,3,53,145,222,231,274,46,47,380.5080273081703,3.132005064899619e-05,0.0006487724777292068,0.001516785310001387,0.6353495988796425
138,2.76,0.29379340129791903,14.668644231534204,19.956641322013482,7.945491947674088,15.294304840487799,12.306363440053644,4.62170547921852,5.4,45088,5.0,700832,14.24036002922241,8.017898726085566,6.614994749098215,22.17278891374823,19.403508972193052,Lake County,IL,17097.0,443.67,25.0,92.24378918351276,3809.0,71.69073247571542,3.2125568078242663,25102.21501706485,2.6080336046206347,611.0,33144000,6707400,0,3,39,100,115,173,96,477,1331,2540,2879,5323,54,51,1579.6244956837288,0.00024684945892881606,0.001899171270718232,0.0008718209214191132,2.4084231313638753
139,2.68,1.3446380075511692,12.192669223867474,20.08165379033764,7.356067129532057,15.25709502791042,11.898209758711848,4.892603587708575,4.2,39505,2.5,308570,14.459279904073627,2.895615257478044,1.8945458080824449,13.448488187445312,10.499076384612893,McHenry County,IL,17111.0,603.17,32.6,69.81152706082122,1525.3723536737234,81.09863013141917,3.810527943653544,21942.471284545958,2.9955962272388272,415.0,0,0,0,2,6,26,28,52,12,69,220,419,502,958,51,51,511.5804831142133,0.00016851929870045695,0.0007129662637327024,0.001344913633859416,0.4686132806170491
140,2.4,1.9280737467520648,7.980404812736872,25.202323618489647,6.843420551776641,13.433626268142927,11.093457789252437,6.2393459444251365,6.5,31498,0.9,132328,19.087419140318,1.9716159845233057,1.4947705700985432,2.3192370473369204,2.3343510065896864,Tazewell County,IL,17179.0,648.97,32.2,117.54360548523209,948.0,63.03797468354431,3.459891893724324,8674.784810126583,1.7183544303797469,185.0,326000,0,0,0,2,3,3,4,0,4,18,30,36,59,37,51,203.90464890518822,3.0227918505531708e-05,0.0001360256332748927,0.0013980412308808416,1.758509159059301
141,2.53,0.6523009021873175,7.30349840981372,20.794119556045953,9.50541961446096,17.212955150256374,12.831829687804243,7.290517297332381,8.6,30098,0.1,117360,15.64502385821404,9.77419904567144,7.061179277436946,5.546182685753238,5.110770279481937,Clark County,IN,18019.0,372.86,36.8,62.09154618473896,747.0,83.18607764390897,3.0567190361445777,4830.669344042838,2.4511378848728245,542.0,1869000,0,0,0,8,11,13,25,4,38,106,195,223,380,46,48,314.7562087646838,0.00021301976823449216,0.0009032038173142468,0.00461826857532379,0.9066121336059894
142,2.23,0.9136811733589804,4.393226393707279,31.27125339195549,6.811390100642325,18.438498265379728,9.85126919245698,9.263902723869062,15.8,22298,0.0,65936,19.007825770444068,9.891409851977675,7.531545741324923,4.399720941519049,1.5090390681873334,Grant County,IN,18053.0,414.07,37.3,80.58276589595377,692.0,68.04913294797687,3.308906517341041,13880.994219653176,2.7976878612716765,267.0,0,0,0,0,2,5,6,16,2,9,35,102,113,153,39,48,159.2387760523583,0.0002426595486532395,0.0005308177626789614,0.004049381218150934,1.3452438728464102
143,2.67,0.7313308506468051,8.602018816150531,23.09878479027833,8.159790278322227,15.237896903175224,12.773177185417484,4.975989807918464,4.5,31360,0.5,156225,14.543126900304047,3.1467434789566333,2.1097775644103054,3.6082573211713873,3.71579452712434,Johnson County,IN,18081.0,320.43,31.3,20.45789558823529,1360.0,85.13970588235293,3.1935716643028376,5309.591911764705,4.316176470588236,355.0,4567000,0,3,3,19,43,50,90,12,118,287,478,530,827,50,48,487.5479823986518,0.0005760921747479596,0.0018370939350296047,0.0022723635781725076,1.2347575612097899
144,2.5,1.0413517011163391,9.704768931193383,26.089428042718396,7.758735380559018,18.122664215478768,10.454638913414206,5.775208330813607,8.0,33159,0.6,169594,16.15328372466007,5.0267108506197165,3.882212814132576,10.262745144285763,3.6428175525077537,Porter County,IN,18127.0,418.15,33.3,67.78571689059504,1042.0,81.60268714011515,3.185318061420346,5369.481765834933,1.8579654510556625,483.0,0,0,0,0,1,5,5,9,0,27,107,198,210,331,43,48,405.5817290446012,5.3067915138507256e-05,0.0006309185466466974,0.002847978112433223,1.0230314751701144
145,2.39,1.0779328030599384,6.303878529722838,24.383883165992962,12.326683183378973,19.108677069297745,15.024412859854245,3.717709103026616,11.1,28532,0.3,132408,16.024711497794694,11.219110627756633,10.357380218717903,4.450637423720622,6.4308803093468665,Black Hawk County,IA,19013.0,565.77,30.5,39.99266046099292,1128.0,84.63652482269505,3.8769416223404254,6799.161347517731,2.9343971631205674,263.0,0,0,0,0,0,4,8,25,3,7,41,420,691,1512,37,0,234.03149689803277,0.00018881034378587396,0.0003096489638088333,0.0019862848166273942,1.1441906833424014
146,2.36,0.5551930719497005,7.504596951183344,42.04638472032742,11.767008719378376,8.768017082863754,10.789489293552403,3.022717836170591,8.5,36857,5.0,151260,11.616422054740186,7.794525981753273,6.991934417559169,5.799285997619992,13.404072458019304,Johnson County,IA,19103.0,614.04,26.6,32.86505008944545,559.0,82.77280858676207,3.7718586404293375,26899.61896243292,3.4973166368515205,89.0,596000,0,0,0,1,3,4,7,35,76,194,391,418,555,61,0,246.3357435997655,4.6277932037551234e-05,0.0012825598307549914,0.0005883908501917228,1.0981092159195924
147,2.56,0.5642665938925967,10.848687458111431,23.3010799725492,9.088464641032537,17.339358598242992,10.700998904375677,4.348785783371393,9.3,29479,0.5,513607,14.467871349105446,10.90580930555853,9.060624173735947,14.90030315007389,9.102874376712156,Sedgwick County,KS,20173.0,997.51,33.5,107.87972304929312,2393.0,81.57542833263686,4.11555240346164,31101.51483493523,2.9077431750664133,1222.0,809000,0,0,1,2,6,6,19,2,64,191,316,334,469,47,42,514.8890737937464,3.699326527870532e-05,0.0003718796667490903,0.0023792510616093628,1.0992840829661503
148,2.74,0.6803770832164301,10.323494753380842,21.168845743785425,7.235845350990405,11.790864710173393,13.625778575837495,11.919925930082488,2.3,35213,0.2,131533,13.200489610972152,4.157891935864004,2.9673161868124347,4.335033793800795,4.774467243961592,Boone County,KY,21015.0,246.36,35.6,107.15078218471108,460.0,82.76086956521739,3.486171877422752,8819.176086956522,1.8131566197761104,605.0,4102999,136900,0,0,1,2,2,4,0,8,23,94,103,232,37,46,533.9056665043026,3.041061938829039e-05,0.00017486106148266974,0.004599606182478922,0.6773965468741636
149,2.57,0.9295826858096068,10.200696711767586,22.490578232747353,13.147226697462658,4.948744635652062,11.167348645784323,6.4633560976537066,11.6,29096,0.9,434051,17.104211256280944,28.345517001458354,27.200951040315537,14.859774542622876,13.407410649900589,Jefferson Parish,LA,22051.0,295.63,33.3,31.751184026156,2141.0,71.12564222326017,3.3663662167211585,406.98178421298456,1.939747781410556,969.0,6465000,0,6,64,166,306,325,402,252,1433,4877,5929,6007,6755,58,49,1468.2237932550825,0.0009261584468184614,0.011236006828690638,0.0022324565546445003,0.785621966082303
150,2.69,7.580991504061244,8.979086919988797,23.111754271309863,7.697693959480906,10.468210251143683,11.667911492857812,7.926430772103447,10.6,27836,0.4,98115,15.835499159149975,14.579829791571115,13.518829944452937,4.379554604290884,2.8415634714365794,Lafourche Parish,LA,22057.0,1068.21,39.6,34.265311827956985,558.0,86.37992831541217,3.6610265591397857,6411.924731182796,2.7526881720430105,184.0,0,0,0,4,13,32,39,59,15,105,454,603,610,713,51,49,91.84991715112197,0.0006013351679152015,0.004627223156500025,0.0018753503541762218,0.7644091117566489
151,2.3,0.8553385866894757,9.848222897595953,25.149684252670657,9.239476605579721,13.315073977688401,13.540737775027752,4.056488744108173,4.8,34810,0.8,206229,20.51796789006396,1.4299637781301369,0.9474904111448924,1.7383588147156803,3.2172972763287415,York County,ME,23031.0,990.71,29.5,21.23293472584856,766.0,87.88511749347259,4.4272093603133165,1201.532637075718,3.789817232375978,217.0,1062000,0,0,1,3,6,7,8,12,59,143,190,191,262,49,39,208.162832715931,3.8791828501326194e-05,0.0006934039344612058,0.0010522283480984731,0.961552448976633
152,2.74,0.4628631056132354,21.40771011011945,25.26742877795979,8.189878804484058,4.979567566937352,7.0041564407342864,3.1222856343381467,3.6,52654,3.5,323196,13.842683696580405,21.764811445686213,19.995296971497172,7.147365685218875,21.702001262391864,Howard County,MD,24027.0,250.74,24.8,64.55630960264901,604.0,88.39403973509934,3.703631183640226,1116.859271523179,3.6837748344370858,315.0,12695000,604300,0,2,6,15,16,31,26,142,351,618,686,1223,53,42,1288.9686527877482,9.591702867609748e-05,0.0010860282924293617,0.0009746407752571195,1.2104110199383484
153,2.83,0.16588554944786305,20.785110113081558,21.40168050792409,8.958343519288125,2.6457872055094955,8.027463662333853,3.1163783168379067,4.4,53493,13.4,1052567,15.547228822488261,20.767229069503415,18.65116424892668,19.85935337132933,31.56074625178255,Montgomery County,MD,24031.0,491.25,20.8,71.85685732984292,4584.0,84.49607329842931,3.7078186867364753,29423.62761780105,3.778719767852615,608.0,31586000,4637000,1,1,36,139,171,388,94,447,1537,3060,3483,6909,56,42,2142.6300254452926,0.0003686226149974301,0.0014602395856985826,0.0005776354379341173,0.8086896131077594
