,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,empl_transp_utilities,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,aa_and_mixed,aa,latino,immigrant,county,state,FIPS,area,prc_obese,nh_weighted_health_score,nh_num_beds,nh_prc_occupied,nh_nurse_hours,nh_total_fines,nh_overall_rating,incarcerated,domestic_passengers,intl_passengers,deaths_march24,deaths_april1,deaths_april11,deaths_april23,deaths_april25,deaths,cases_march24,cases_april1,cases_april11,cases_april23,cases_april25,cases_may11,ten_plus,order,density,death_prc,cases_prc,prc_incarcerated,uninsured,cases_may11_prc
10,2.6,1.015453921357881,10.781273445705995,16.530785775021258,15.047766718351426,6.519781923673286,8.195368378932628,7.037463112089232,2.341805806147327,36507,0.4700036292457356,11.360158826915132,3.1306174306634973,6.949622518408053,1.9225170725124325,1.7010469309773537,1.7166580084670509,Nassau County,FL,12089.0,648.64,28.0,2.978942104246517,5.484796933490655,91.66666666666666,1.5103002170284388,6.700115914203892,4.0,260.0,14.951097770657231,1e-17,0,0,0,0,0,1,1,11,33,48,50,61,41,38,4.8927979895771125,1.1650598549632262e-05,0.000384398101380283,0.0030245945674876053,0.8668647052272501,0.00071043823049262
11,2.68,0.5293893602128963,9.675601109512435,22.66490647759467,10.485485856683034,5.243484581040391,14.557159173502233,5.413323049082576,2.128231705849268,27000,0.33647223662121295,12.679598190543249,3.220584336877483,21.929884656585536,3.0540914255197085,3.022792384624611,2.8551092757410226,St. Lucie County,FL,12111.0,571.93,29.9,4.248170985402221,6.957497370876951,85.49523809523808,1.6493975777696797,9.655490920400066,2.795238095238094,1272.0,1e-17,1e-17,0,2,6,17,19,25,5,40,148,220,225,284,46,38,6.332357889364395,7.78475465181922e-05,0.000460769243711026,0.003953213089582129,0.4862644765876232,0.000883991715672524
12,2.72,1.0932836038998128,10.193201147528498,24.292315113356523,11.038614841707076,3.5644469268069767,10.610830434892991,5.465993043743175,1.9315214116032138,33684,1e-17,12.09709448296043,2.8239926711442074,7.653792326692648,1.9519502898414014,1.9022828549709798,1.7504521530634731,Santa Rosa County,FL,12113.0,1011.61,29.9,3.426612319075571,6.018593214496234,88.82926829268291,1.7262041494831248,10.342123213498109,3.7073170731707314,660.0,13.78711211224863,1e-17,1,2,3,6,6,9,4,44,105,141,147,176,45,38,5.18341511457682,5.018023067232333e-05,0.0005852794040034772,0.0036732213674963124,1.6796278064346153,0.000980845723625499
13,2.93,0.9903885095166016,9.485944389224457,16.168412467823735,6.572877641002116,11.919871549812678,15.393633560160053,5.448938501924204,2.066862759472976,25470,1e-17,11.299855999227493,2.6156109061582464,13.708869061614426,2.5875307465736306,2.5280983423673886,2.2832416902632433,Barrow County,GA,13013.0,160.31,38.3,3.1354942159291497,5.099866427824199,78.40490797546013,1.4143933605034553,1e-17,4.0,323.0,1e-17,1e-17,0,2,3,3,3,6,1,20,51,106,111,195,41,38,6.224716032267573,7.424639908375322e-05,0.0006309187499365801,0.003989112433852921,0.1427559380902092,0.0024101907065137355
14,2.94,0.7532903864378788,12.369411964553663,17.258854505818068,4.283570680331814,14.521106423940433,15.336485376971204,5.0734690410803776,1.1314021114911006,28965,1e-17,11.16227519333528,2.7438413576131,8.424924029422622,2.072934517550266,2.21245050013993,1.792918472804056,Jackson County,GA,13157.0,339.66,29.0,4.783351679612513,5.472270673671475,87.17299578059072,1.5694693159727235,11.259835374334337,2.590717299578059,264.0,1e-17,1e-17,0,0,1,1,1,3,0,9,26,69,75,124,39,38,5.339127490303611,4.259941639443762e-05,0.00036913466735615625,0.0037418191459954024,0.6367602866524612,0.0017592649676777948
15,2.68,0.828129277402288,8.629711563005191,25.699821322215605,8.263847528290649,13.192376414532454,15.349272526163533,3.0332681017612524,3.2188758248682006,21313,1e-17,11.664117486567262,2.602044709995589,38.07824898341658,3.622501454211866,1.9373677479752347,1.4270135314304218,Lowndes County,GA,13185.0,496.07,38.5,3.154507549001932,5.908082938168931,85.94005449591282,1.4921792889771206,7.9106056055170075,2.5177111716621248,630.0,1e-17,1e-17,0,1,2,4,4,4,8,24,59,125,131,185,48,38,5.461647440158647,3.438700859154385e-05,0.0005070885064032002,0.005401432934187015,1.6564838418758665,0.0015891631033673526
16,2.71,0.24089079211570802,8.634280899784171,27.29591542305784,9.728425839363826,11.637408676984869,11.916715718523136,6.238241981464169,2.785011242238338,22087,0.9162907318741551,12.21381757597762,2.7057467606871084,58.66666005140061,4.05087844694093,1.7948390901195617,1.4723338555106391,Richmond County,GA,13245.0,324.33,35.4,2.814362567080245,6.9985096422506015,74.0493601462523,1.612826588512017,9.092126530556431,3.3592321755027426,1159.0,12.604852121186608,1e-17,0,0,3,14,14,16,11,41,138,335,355,449,51,38,6.433658952206258,7.938004191465449e-05,0.0006844457496781557,0.005733850031647426,1.7868936990814697,0.002225213217817426
17,2.7,0.1739863473168363,8.72870249017038,16.65792922673657,8.597640891218871,26.69724770642202,12.198558322411532,9.40694626474443,3.126760535960395,24448,1e-17,11.156750396073146,2.732521061728094,37.74595196618785,3.649071482285647,1.5562565348974617,1.489634531860146,Troup County,GA,13285.0,413.99,40.3,3.8919164745322026,6.003887067106539,78.93564356435644,1.6358982348269036,11.585423361591127,2.9752475247524752,807.0,1e-17,1e-17,0,1,3,4,4,5,4,19,55,118,122,190,46,38,5.136788167102638,7.139134597136687e-05,0.0007850246258578787,0.01145709071939065,1.0454991749027087,0.0027092945318061864
18,2.52,0.4327159411309449,6.351104467696396,20.817140009965122,10.486630127885734,15.243315063942866,10.519847201461552,7.158279355588772,2.2925347571405443,22794,1e-17,11.147800635375791,2.9888726090093316,6.611439273879845,1e-17,1.1985265061109902,0.47228815215364206,Walker County,GA,13295.0,446.38,37.1,2.5301632413761213,5.783825182329737,87.99382716049381,1.4562339242705429,8.386395272849024,3.4197530864197527,201.0,13.12834743715147,1e-17,0,0,0,0,0,0,0,2,6,59,59,65,27,38,5.053026091900631,1e-17,8.643913969625088e-05,0.0028916514779434616,1.161790210211206,0.000936026277075082
19,2.43,1.186156167536127,3.908785179066612,25.24042716384448,9.496135465219188,14.118827069443624,13.546521918697266,6.820461384152456,2.028148247292285,31239,0.5877866649021191,11.092732431457451,3.055968011915113,5.1376900945334985,1.731485385743627,0.9786290446760103,0.7364121856668107,Adams County,IL,17001.0,855.2,37.0,4.418883997082846,6.580639137284949,67.7361111111111,1.613645063203838,11.7312137931856,3.0986111111111105,76.0,1e-17,1e-17,0,0,0,0,0,1,1,2,25,29,32,41,32,51,4.354316362557292,1.5222669599861636e-05,0.0003804972383757507,0.0011562629656211429,1.0418110987455467,0.0006239395133288707
20,2.56,1.0433994426952786,9.171670023150329,31.10425175509589,8.343528260337656,11.620334644557786,11.193088780561254,6.007792061131918,2.128231705849268,30486,1.0296194171811583,11.553529835812169,2.622906362060401,9.70300452262754,2.1748440291060316,2.5214604046417755,1.9957343971145032,DeKalb County,IL,17037.0,631.31,31.7,4.260021799040825,7.330649188418966,81.09863013141917,1.5708068376898576,9.996224938476738,2.9955962272388272,134.0,1e-17,1e-17,0,0,1,1,1,2,1,14,33,56,71,183,40,51,5.111766861653542,1.920417882990347e-05,0.00031682179998976715,0.0012858652573027392,0.5060399861481815,0.001755657167306045
21,2.46,0.45912377439547264,12.454413584546922,23.76066414797453,9.697511084157645,8.138762999811508,12.463428426254492,7.010268724235992,2.388762789235098,30824,1.0986122886681096,12.47250554494278,2.8146454603003384,31.85601722216051,3.4421621995949865,1.6438235541929749,1.4870736890740672,St. Clair County,IL,17163.0,657.76,36.8,4.791175774384202,7.622174594817622,72.85014691478942,1.4414288036812217,9.780673229094761,1.8971596474045047,468.0,15.844053595737593,11.82115253615114,0,2,7,19,24,52,4,53,173,330,363,719,45,51,5.986178006115113,0.00019916885371390803,0.0006624659675426725,0.0017910932367594143,1.1511931598419156,0.002750380915066342
22,2.34,0.9615197776387463,5.513057240833554,28.603930361382226,11.207465048799786,8.480611975731996,12.968214191506199,3.1159324716433656,2.322387720290225,25624,0.6418538861723948,11.11329828296227,2.9823225538356737,4.936172751133381,1.6015808318183171,1.3233294044297501,1.1965004315773644,Williamson County,IL,17199.0,420.15,26.3,3.9728295036558388,6.320768294250582,70.37837837837839,1.4109441514354584,9.39034016649577,3.2,118.0,1e-17,1e-17,0,0,0,0,0,1,1,1,10,19,22,44,32,51,5.078917690716131,1.4912797417379861e-05,0.0001491179675001885,0.0017581767175244665,1.3683582799333072,0.0006559527949204147
23,2.37,0.8943290356532922,6.647612022865572,29.273464871842155,11.842153789415452,13.828139406232712,12.684860778167069,3.665867600958879,2.72785282839839,23387,1.0647107369924282,11.650711543568082,2.9104866350576315,8.435855435123548,2.074524093205897,1.270699142344226,0.9418967219385457,Delaware County,IN,18035.0,392.12,34.1,3.5690326612329257,7.071573364211532,75.16567544604928,1.4634497336414474,9.718748462438018,3.3211554800339846,300.0,1e-17,1e-17,1,1,2,10,11,19,2,22,63,126,144,229,43,48,5.682545605003849,0.0001655319022959677,0.0005487637709738274,0.0026104677116959548,0.8298602591159814,0.001993272280212582
24,2.73,0.37766189877407363,9.008393956351426,23.719082260772254,6.782316731952993,13.473978735310578,11.898153329602685,7.396754336877447,1.7404661748405044,36003,1e-17,12.025808969845663,2.6893439912442396,8.503134561610452,2.063018628035981,1.6147694939470025,1.845623718342325,Hendricks County,IN,18063.0,406.91,31.2,3.99032163765517,7.171656822768514,72.92083013066872,1.453659604870351,7.48605261786314,2.9377401998462718,217.0,15.334367311129231,1e-17,0,1,9,25,26,54,8,91,301,565,611,973,48,48,6.019644443568762,0.0003232836063501599,0.0018006758893813384,0.001298487773511296,0.8107672043962757,0.005809127625719439
25,2.37,1.0109435951875068,8.091696083375357,19.54320053790553,13.130358043368636,20.486636409480585,10.846360732896283,6.891914607497059,2.580216829592325,26844,0.9555114450274365,11.608308369402781,2.938428029483755,14.250002272582655,2.5245786018598717,2.059183316873563,1.553298272891984,LaPorte County,IN,18091.0,598.3,37.1,4.260021799040825,7.330649188418966,81.09863013141917,1.5708068376898576,9.996224938476738,2.9955962272388272,389.0,12.793862088206213,1e-17,0,0,3,5,5,12,2,11,31,148,156,329,40,48,5.219630986960235,0.00010907801816056298,0.00028176055084267555,0.0035299011712012995,2.0632335123641057,0.0029862554698281115
26,2.45,0.7381271852288641,9.190972222222225,24.98611111111111,6.2204861111111125,15.050347222222221,11.536458333333336,5.2274305555555545,2.70805020110221,24585,0.33647223662121295,11.772532084473726,2.95664987127407,10.257557408535881,2.267281874420439,1.6328215534701203,1.0186674961831719,Madison County,IN,18095.0,451.92,39.0,4.122216052035563,6.940222469119639,68.39147286821706,1.481906197764415,9.828072263783408,2.331395348837209,255.0,1e-17,1e-17,0,2,13,38,43,57,2,46,235,359,395,509,44,48,5.662499070325614,0.0004395790908258414,0.0018110571887924305,0.00196503837259605,1.5367184934739146,0.003918539528357145
27,2.41,0.947496859761997,6.211833218748738,24.62490395114652,8.43410037610709,16.049257896226795,13.928094795163181,4.519351316374813,2.0412203288596382,30732,0.4054651081081644,11.480970293728678,2.9448345045194473,4.415925000516241,1.2894430476549719,1.257662609427145,1.3652651160996327,Dubuque County,IA,19061.0,608.31,33.3,2.8624866702819474,6.894670039433482,81.06490872210955,1.6007925378845935,8.054259360021794,3.6541582150101424,122.0,1e-17,1e-17,0,1,1,1,1,7,6,22,32,52,70,197,44,0,5.076536397699729,7.227111997570469e-05,0.0003303396334365445,0.0012588352278880659,0.81337077607505,0.0020319235479199136
28,2.49,1.2193838276663898,5.859289915051187,24.826835112176,9.18971901546504,10.917011544325852,13.164887824003484,9.553474188629927,2.3513752571634776,28623,0.26236426446749106,11.446080285540736,2.922137439822701,2.4440571776806053,1.0796669589963566,2.1800138220038345,1.6916414036541445,Pottawattamie County,IA,19155.0,950.28,41.2,3.8257770117329244,6.20050917404269,79.04471544715446,1.5085103488543525,9.430189722877481,2.2174796747967482,212.0,14.707918759043181,1e-17,0,0,0,1,1,2,2,5,12,18,20,86,33,0,4.599421488600407,2.1382598841877846e-05,0.0001282887353559264,0.0022640148928880733,0.6988348443139003,0.0009190391345345237
29,2.56,0.4148868281148279,16.773727807754902,22.42533250131532,7.318699604791446,7.1064126564622105,10.403895801979713,5.361316056724051,1.547562508716013,46475,0.33647223662121295,13.300603282245369,2.7395276358512626,6.0024600246002455,1.7169363624828746,2.1713936021650686,2.269339448137351,Johnson County,KS,20091.0,473.38,26.9,4.56001632603015,8.130647968160584,81.7667844522968,1.635476539280209,10.12162796115753,3.3950978679998,743.0,15.562621449800183,1e-17,1,3,12,36,38,52,32,143,283,403,424,604,55,42,7.141495041383979,8.701749224425173e-05,0.0004734844612392566,0.001242627807275644,0.5197522016985523,0.001010275118252372
30,2.53,0.6589814576349318,11.438238680420122,22.08581028689584,8.517587349326817,10.675767757701074,12.392208463544724,5.968185342700722,1.9600947840472698,33443,1.252762968495368,12.020056271297248,2.73891902611931,6.176415679520148,1.6603860123204583,1.4786253917898118,1.414713666701614,Kenton County,KY,21117.0,160.25,33.1,3.885154109784097,6.6052979209482015,89.78319783197833,1.5767154682692317,8.326897814225433,3.2064510937453377,665.0,15.227228971424323,11.827013315851762,0,1,8,16,16,26,5,20,54,214,226,401,44,46,6.944279752842559,0.0001565661434935411,0.00032514842709899407,0.003996795867658159,0.6002853563918754,0.002412009482086608
31,2.54,0.816596831460166,7.6238133784678785,24.534550003679445,10.016925454411655,14.215909927146955,14.575023916402971,7.282360732945764,2.681021528714291,27392,1e-17,11.78497345963804,2.655126077262817,10.501736957581668,2.1197124336152253,1.8846677152371039,2.3591748555568426,Warren County,KY,21227.0,541.6,29.5,3.4916478216329354,6.342121418721152,88.11287477954143,1.5208077058851468,6.555221408813574,3.0740740740740735,650.0,1e-17,1e-17,0,0,0,0,0,2,4,13,24,130,184,573,42,46,5.494555667168982,1.5236353940796793e-05,0.00018282092741130884,0.004939632656715581,0.7053981344757915,0.004355748597981595
32,2.53,2.0669929292932223,10.708346061161457,24.31269728133591,14.300987679462375,5.3643552930794565,11.463530529817062,4.277398771340326,2.4595888418037104,29811,0.33647223662121295,12.399923319241747,2.647913106406556,27.56258701221672,3.308851201755273,1.7307538604172583,1.7243120579259146,Lafayette Parish,LA,22055.0,268.72,31.0,3.4401907426902487,7.195937226475569,77.59189797449363,1.6121509077905805,7.928575783943644,2.3090979220945766,794.0,12.310437165348775,1e-17,0,2,12,17,17,22,9,159,337,439,442,508,48,49,6.807355479518602,9.061216762860833e-05,0.0013871140583564562,0.003265087468034746,0.604970593533977,0.0020902260774380223
33,2.8,0.1574108992878002,15.382700994238643,20.258078966688647,6.097333349924718,2.4725308910817168,10.076776626059255,4.854223958787004,1.840549633397487,38848,1.8082887711792655,11.99228518913999,2.5901880616193815,51.22629301003696,3.8902086173788244,1.951539459544512,1.919089772066303,Charles County,MD,24017.0,457.75,35.8,3.6153139688202396,6.206575926724928,95.15151515151516,1.5057495467754414,7.812782818577581,4.6202020202020195,374.0,16.228204963211976,12.113962839063479,0,1,5,32,35,54,5,56,235,442,483,756,46,42,5.868786117353785,0.0003343032285204848,0.0014540237247303897,0.002313069248256972,1.2348100942946423,0.004670105657997989
34,2.62,0.5218612861916888,18.559744723363327,21.1870661825556,8.133960590178111,5.735523264916612,10.159622453011655,3.45190078208292,1.6863989535702286,43762,0.9932517730102834,12.451560688902607,2.7345373714294596,11.48610589560646,2.4202318208393634,2.412832260088167,2.5083192455847705,Frederick County,MD,24021.0,660.22,28.7,4.873213354961407,6.981934677156389,84.32156133828997,1.5740283084388837,8.458743259473493,2.654275092936804,354.0,1e-17,1e-17,0,1,11,36,45,74,4,35,341,690,814,1267,46,42,5.9615628708181525,0.0002894186225884951,0.0013329765067478744,0.0013837586494136389,0.6748942343509141,0.00494379258967265
35,2.82,0.13218572400971298,15.292134204670589,23.028179344513607,9.341393822816613,1.635513535961257,8.413927897737016,6.039168854995898,1.8718021769015913,37093,2.747270914255491,13.720440249388545,2.6578497955379574,64.52280195489317,4.148390969298772,2.998623039946037,3.204248788967649,Prince George's County,MD,24033.0,482.69,36.9,4.260021799040825,7.330649188418966,81.09863013141917,1.5708068376898576,9.996224938476738,2.9955962272388272,913.0,16.987672104520286,13.575603531449104,2,7,50,150,173,359,47,403,1923,4141,4795,9687,56,42,7.541595215396912,0.000394727805122464,0.002112561955753279,0.0010035564991000142,0.5402109727707745,0.010596810974846662
36,2.54,0.2431595532224164,19.075269394983533,28.57109273725005,7.620973068337777,9.646948722598733,8.345927115027683,2.7852967318856643,1.6863989535702286,52157,2.6026896854443837,14.294669028477893,2.787391857876984,6.823003949925496,1.862860816896906,2.2256747790594122,3.125348034745581,Middlesex County,MA,25017.0,817.82,21.6,4.032617815100064,9.10286651367095,83.62360801781736,1.5634641454142932,9.923927591821817,3.1,1128.0,16.667141545294065,15.088860439960513,1,20,137,428,629,1235,232,1582,4872,10724,12253,17774,62,48,7.5885324972523645,0.0007645489858635263,0.0030127098197607824,0.0006983318325642586,0.6389020998018079,0.010947380243214535
37,2.41,0.07786893915917856,16.764415290290856,30.561633514845013,10.279395642817505,4.869686046459169,8.714364987345313,3.974609419057373,2.5494451709255714,41657,3.4781584227982836,13.601392404934458,2.565728145510154,27.099839950845585,3.125564864242991,3.1938062229901076,3.4231287830951507,Suffolk County,MA,25025.0,58.15,21.7,4.1454872773001,8.09162741160107,83.93141457440294,1.5905370140445239,9.415789982602366,3.200244947948561,1664.0,16.613218691946614,15.088860439960513,1,13,79,285,391,731,154,1624,4926,9739,11218,15356,62,48,9.53843731911284,0.0009051315132556858,0.0060836407783934725,0.0020591925938202443,0.5488415264567882,0.018843893827856333
38,2.41,0.6065560267750497,7.859825253344908,24.43245079353097,7.878696382404557,17.180275895906853,8.961899190428563,4.9442358136287305,2.0149030205422647,34545,0.18232155679395462,11.60666167946806,2.96864740858629,8.127401526050297,2.004568080198315,1.8687957106693363,1.594754858546949,Eaton County,MI,26045.0,575.18,36.9,4.3636468733218985,6.230481447578482,85.66074950690336,1.7943490554967099,9.879039946911346,4.236686390532545,240.0,12.019749091416921,1e-17,0,0,4,5,5,6,2,27,71,111,114,151,42,48,5.257193065886083,5.463037996787951e-05,0.0006462682784339454,0.002182890649047934,0.6050342821171785,0.0013739578054377168
39,2.47,0.89008443371751,8.701586759938577,21.039498379116193,12.052124210885514,13.609025763521586,13.38082238525849,3.2545640675652616,2.1162555148025524,34465,0.6931471805599453,11.43576360367108,3.0374710050129825,1.256305834314541,0.5874361293113646,1.3715518253685095,1.2758504740828616,Grand Traverse County,MI,26055.0,464.33,30.7,5.0148882070466945,6.302618975744905,78.0183486238532,1.6969418090945958,9.462972891437763,2.889908256880734,157.0,12.413090879946887,1e-17,0,0,3,5,5,5,1,8,17,19,19,20,38,48,5.300160583111259,5.4009970253635665e-05,0.00018362199843128274,0.0016945223506101897,0.7781540761950247,0.00021602238075862863
40,2.39,0.5432935038920004,7.766096459966739,25.3875623663578,8.245723449750535,19.354359705393204,10.761166547873604,4.471073889284867,2.3608540011180215,26940,0.18232155679395462,11.975551949876914,2.9430747306178784,9.780699268997562,2.1801609134372346,1.5272015771644136,1.1599767626502981,Jackson County,MI,26075.0,701.67,36.0,4.790740727113722,6.551080335043404,79.27038626609442,1.6982943266386314,10.456462701280927,3.1516452074391985,376.0,1e-17,1e-17,0,2,4,14,16,26,1,56,152,298,323,400,47,48,5.426490652062217,0.0001636908513060967,0.0009565825561560205,0.0023646173862038834,1.7650506072384573,0.0025153607396496067
41,2.46,0.509945286665811,8.260752446798957,26.715752297147645,11.745383257011163,16.728023704767892,10.515997725300052,3.4449732124150727,2.1400661634962708,30504,1.0986122886681096,12.486998193993617,2.7748867367068266,14.244346283082269,2.437200863677946,1.7973127905411639,1.890568955369376,Kalamazoo County,MI,26077.0,561.66,31.4,4.752456111009834,6.741700694652055,80.44917257683215,1.6589475565427294,10.411762976951595,3.5661938534278965,434.0,11.92504173829169,1e-17,0,1,7,11,11,32,3,30,79,229,280,622,46,48,6.158216000789122,0.00012080668679702972,0.00029821505301044483,0.001637198719446218,0.6021637164094902,0.0023455688196781276
42,2.48,0.6675432817611757,7.131365878102171,23.592320067515892,8.5106944114777,23.463090434369807,10.490017670174328,5.66236780335997,2.451005098112319,25432,0.33647223662121295,12.064445715145501,2.888162305054206,15.830011291103073,2.670790648621443,1.9180145283186854,1.0474447125880388,Muskegon County,MI,26121.0,499.25,35.6,4.817788852193674,6.437751649736401,78.14102564102564,1.6005344904958902,11.395163763220891,3.2067307692307687,510.0,1e-17,1e-17,0,2,4,12,13,20,1,18,57,191,213,384,43,48,5.854204917004939,0.00011520870068849723,0.00032830981221249034,0.002933683644300811,1.3818718487877313,0.002209691312277187
