,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,employed,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,health_ins,county,state,FIPS,area,domestic_passengers,intl_passengers,order started,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,cases_march1,cases_march15,cases_april1,ten plus cases
0,2.56,1.0792303970823565,11.181199062186,19.409400468907002,8.32309925198169,22.213538759257197,10.24710654609058,53742,9.9,27742.0,0.4,119089,17.183786915668115,98.81433213814877,Morgan County,AL,1103.0,579.34,580000,0,04/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,19,3/28/20
1,3.15,14.810804650102575,7.410151204315783,21.601701998328394,8.941189879188512,7.127118000151963,9.305903806701616,52644,15.6,22628.0,0.5,151366,10.182603755136556,90.09420873908277,Kings County,CA,6031.0,1389.42,0,0,03/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,1,0,0,4,4/12/20
2,3.31,15.989974148825162,10.084580010172674,19.673111107615345,10.873224370369208,6.512608346835722,8.971353961836744,190707,10.5,30674.0,1.3,435594,13.657442480842251,96.2853023687195,Monterey County,CA,6053.0,3280.6,186000,0,03/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3.0,3,3,0,0,42,3/21/20
3,2.37,1.3391753735535334,16.36894730929109,20.669587686776765,11.533535557802493,3.509718009212448,10.598809122570495,44505,5.1,37645.0,0.1,99696,27.83060503931953,98.77226769378912,Nevada County,CA,6057.0,957.77,0,0,03/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,0,26,3/28/20
4,2.59,1.0667776996080345,9.394248302201037,25.46195925282488,11.484730577610591,4.417866731754943,12.854455914657786,69649,9.5,28144.0,0.8,180040,20.565985336591872,99.17351699622309,Shasta County,CA,6089.0,3775.4,0,0,03/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3.0,3,3,0,1,7,4/3/20
5,2.93,4.814026215982434,11.537693792002127,21.391975514006255,12.532437287910039,3.8592055359638033,11.97351786546011,30058,10.8,22994.0,0.2,78041,12.023167309491164,96.99132507271818,Yuba County,CA,6115.0,631.84,0,0,03/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,1,0,0,7,4/6/20
6,2.73,1.1027654126871145,17.043462555908505,19.34620247112943,8.619205966407089,5.8994762395486955,9.459559956229349,188254,1.3,53900.0,1.9,342776,11.646673045954211,99.5174691343618,Douglas County,CO,8035.0,840.25,0,0,03/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,8,8,8,10,10,11,12.0,12,15,0,4,141,3/18/20
7,2.68,0.257035729214107,16.124416938571372,22.612489524130375,8.250306217727562,8.061896532721107,9.819139179856382,480867,6.9,56135.0,9.5,943823,15.87416284621163,99.17569290004587,Fairfield County,CT,9001.0,624.89,775000,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,7,12,13,15,20,21,21,38,46,65,75,86,96,101,132,132,178,203,220,248,262,287.0,365,406,0,15,1986,3/14/20
8,2.55,1.4012056596253488,5.490235153447589,28.012903547229968,9.052411319250696,9.3401255480271,15.795635711438823,80288,11.2,27508.0,0.8,178550,16.696723606832823,98.02184262111452,Kent County,DE,10001.0,586.18,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,2,2,2,3,4,4,4,4,4,4,6,7.0,7,9,0,0,41,3/24/20
9,2.63,0.8269491985873404,11.287150230915511,25.036674816625915,8.49986416734583,8.669383319750066,11.08466902109934,276075,7.6,35859.0,3.3,559335,15.57081176754539,98.47747771907713,New Castle County,DE,10003.0,426.29,13345000,1914800,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,7,7,7,7,9,9,9,9,9,19,19,20,20.0,20,25,0,6,226,3/17/20
10,2.6,1.7606162156754863,10.781273445705995,16.530785775021258,15.047766718351426,6.519781923673286,8.195368378932628,39986,9.4,36507.0,0.6,85832,21.888106999720378,98.62056109609469,Nassau County,FL,12089.0,648.64,3113000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,11,3/31/20
11,2.68,0.697895189640595,9.675601109512435,22.66490647759467,10.485485856683034,5.243484581040391,14.557159173502233,134834,7.4,27000.0,0.4,321128,24.04274930868688,99.37376996088787,St. Lucie County,FL,12111.0,571.93,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,4,5,6,6,6,6,6,7,7.0,8,9,0,0,40,3/26/20
12,2.72,1.9840564624641397,10.193201147528498,24.292315113356523,11.038614841707076,3.5644469268069767,10.610830434892991,78778,5.9,33684.0,0.0,179349,15.843969021293681,95.63644068269129,Santa Rosa County,FL,12113.0,1011.61,972000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4.0,4,5,0,1,44,3/27/20
13,2.93,1.6922802456864692,9.485944389224457,16.168412467823735,6.572877641002116,11.919871549812678,15.393633560160053,39237,6.9,25470.0,0.0,80809,12.67556831541041,99.8465517454739,Barrow County,GA,13013.0,160.31,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3.0,3,3,0,0,20,3/31/20
14,2.94,1.1239772373375612,12.369411964553663,17.258854505818068,4.283570680331814,14.521106423940433,15.336485376971204,35321,2.1,28965.0,0.0,70422,14.546590554088214,99.10965323336457,Jackson County,GA,13157.0,339.66,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,1,1,0,0,9,4/2/20
15,2.68,1.2890325874244877,8.629711563005191,25.699821322215605,8.263847528290649,13.192376414532456,15.349272526163533,47012,24.0,21313.0,0.0,116321,12.491295638792653,95.75914925078017,Lowndes County,GA,13185.0,496.07,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3.0,3,3,0,2,24,3/24/20
16,2.71,0.27238207356624305,8.634280899784171,27.29591542305784,9.728425839363826,11.637408676984869,11.916715718523136,86643,15.2,22087.0,1.5,201554,13.965488157019957,95.02912370878276,Richmond County,GA,13245.0,324.33,298000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,3,3,4,7.0,8,8,0,0,41,3/21/20
17,2.7,0.19003931847968544,8.72870249017038,16.65792922673657,8.597640891218871,26.69724770642202,12.198558322411532,30520,21.8,24448.0,0.0,70034,14.371590941542678,98.15518176885513,Troup County,GA,13285.0,413.99,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4.0,4,4,0,0,19,3/26/20
18,2.52,0.5414382992858329,6.351104467696396,20.817140009965122,10.486630127885734,15.243315063942866,10.519847201461552,30105,8.9,22794.0,0.0,69410,18.863276184987754,97.8043509580752,Walker County,GA,13295.0,446.38,503000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,4/14/20
19,2.43,2.274470470234232,3.908785179066612,25.24042716384448,9.496135465219188,14.118827069443624,13.546521918697266,33898,6.6,31239.0,0.8,65691,20.241737833188715,98.16565435143323,Adams County,IL,17001.0,855.2,0,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,4/10/20
20,2.56,1.8388511415181343,9.171670023150329,31.10425175509589,8.343528260337656,11.620334644557788,11.193088780561254,53131,7.4,30486.0,1.8,104143,12.775702639639725,99.34129034116552,DeKalb County,IL,17037.0,631.31,0,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.0,1,1,0,0,14,4/1/20
21,2.46,0.5826865867350702,12.454413584546922,23.76066414797453,9.697511084157645,8.138762999811508,12.463428426254493,122021,9.9,30824.0,2.0,261059,15.687258435832513,97.83803661241328,St. Clair County,IL,17163.0,657.76,7603000,136100,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,5,7,8,8,8.0,10,14,0,2,53,3/27/20
22,2.34,1.6156686890002638,5.513057240833554,28.603930361382226,11.207465048799786,8.480611975731996,12.968214191506199,30328,9.2,25624.0,0.9,67056,18.733595800524935,97.07110474827009,Williamson County,IL,17199.0,420.15,0,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,4/10/20
23,2.37,1.4456942651668818,6.647612022865572,29.273464871842155,11.842153789415452,13.828139406232712,12.684860778167069,54230,14.3,23387.0,1.9,114772,17.365733802669638,98.70700170773357,Delaware County,IN,18035.0,392.12,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3.0,4,5,0,0,22,3/29/20
24,2.73,0.4588696138780078,9.008393956351426,23.719082260772254,6.782316731952993,13.473978735310578,11.898153329602685,89350,4.7,36003.0,0.0,167009,13.722014981228554,98.75036674670228,Hendricks County,IN,18063.0,406.91,4567000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,4,4,4,5,6,8,8,9,10,10,11.0,12,15,0,2,91,3/24/20
25,2.37,1.7481929736090098,8.091696083375357,19.54320053790553,13.130358043368636,20.486636409480585,10.846360732896283,47592,12.2,26844.0,1.6,110007,17.886134518712446,93.12861908787625,LaPorte County,IN,18091.0,598.3,360000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3.0,4,5,0,1,11,4/1/20
26,2.45,1.0920138888888888,9.190972222222225,24.98611111111111,6.2204861111111125,15.050347222222221,11.536458333333336,57600,14.0,24585.0,0.4,129641,18.23342923920673,96.35069152505768,Madison County,IN,18095.0,451.92,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,7,9,9,9,11,11,11,13,13,14,15,16.0,24,24,0,0,46,3/28/20
27,2.41,1.579245359323816,6.211833218748738,24.62490395114652,8.43410037610709,16.049257896226795,13.928094795163181,49454,6.7,30732.0,0.5,96854,18.007516468085985,98.74450203398929,Dubuque County,IA,19061.0,608.31,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,0,22,3/28/20
28,2.49,2.385101285123066,5.859289915051187,24.826835112176,9.18971901546504,10.917011544325854,13.164887824003484,45910,9.5,28623.0,0.3,93533,17.580960730437383,98.98859226155474,Pottawattamie County,IA,19155.0,950.28,2441000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,5,4/8/20
29,2.56,0.5141993661980448,16.773727807754902,22.42533250131532,7.318699604791446,7.1064126564622105,10.403895801979713,326916,3.7,46475.0,0.4,597555,14.479671327325521,99.31838910225835,Johnson County,KS,20091.0,473.38,5738000,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,7,7,7,9,10,11,11,11,12,14,14,16.0,19,22,0,5,143,3/17/20
30,2.53,0.9328226697055853,11.438238680420122,22.08581028689584,8.517587349326817,10.675767757701074,12.392208463544724,85118,6.1,33443.0,2.5,166051,14.470253115006836,99.17736117217,Kenton County,KY,21117.0,160.25,4102999,136900,03/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,8,8,8,8,8,8,8,8.0,8,10,0,0,20,3/28/20
31,2.54,1.2627860769740231,7.6238133784678785,24.534550003679445,10.016925454411655,14.215909927146956,14.575023916402971,67945,13.6,27392.0,0.0,131264,13.226779619697707,98.97534739151634,Warren County,KY,21227.0,541.6,0,0,03/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,13,3/30/20
32,2.53,6.901028408512372,10.708346061161457,24.31269728133591,14.300987679462375,5.3643552930794565,11.463530529817062,117852,10.7,29811.0,0.4,242782,13.124531472679193,99.16880164097832,Lafayette Parish,LA,22055.0,268.72,222000,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,5,6,7,10,11,12,12,13,14,15.0,16,16,0,0,159,3/24/20
33,2.8,0.17047646304891556,15.382700994238643,20.258078966688647,6.097333349924718,2.4725308910817168,10.076776626059255,80363,5.3,38848.0,5.1,161503,12.332278657362401,97.56227438499593,Charles County,MD,24017.0,457.75,11164000,182400,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,5,9,10,12.0,12,13,0,1,56,3/26/20
34,2.62,0.6851612999425926,18.559744723363327,21.1870661825556,8.133960590178111,5.735523264916611,10.159622453011655,134129,4.4,43762.0,1.7,255648,14.402616097133558,99.03617474026787,Frederick County,MD,24021.0,660.22,0,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,4,4,9,11,12,12,14.0,20,22,0,0,35,3/26/20
35,2.82,0.14132027016138196,15.29213420467059,23.028179344513607,9.341393822816613,1.635513535961257,8.413927897737016,484007,5.5,37093.0,14.6,909308,13.265582178975661,99.28363106890076,Prince George's County,MD,24033.0,482.69,23859000,786700,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,6,7,7,9,9,13,16,23,26,32,34,42,50,55,63,72.0,72,72,0,7,403,3/16/20
36,2.54,0.27527208165696104,19.075269394983533,28.57109273725005,7.620973068337777,9.646948722598731,8.345927115027683,893298,4.4,52157.0,12.5,1614714,15.23861191517507,99.10560012485183,Middlesex County,MA,25017.0,817.82,17316000,3572800,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,5,6,8,17,20,28,38,38,41,47,68,80,80,80,137,149,149,149.0,221,221,0,65,1582,3/10/20
37,2.41,0.08098097511019277,16.764415290290856,30.561633514845013,10.279395642817505,4.869686046459169,8.714364987345313,443314,11.8,41657.0,31.4,807252,12.010128187975994,99.2687537472809,Suffolk County,MA,25025.0,58.15,16407000,3572800,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,5,6,13,19,21,26,27,31,40,48,48,48,79,86,86,86.0,145,145,1,27,1624,3/10/20
38,2.41,0.8341039044366024,7.859825253344908,24.43245079353097,7.878696382404558,17.180275895906853,8.961899190428563,52991,6.5,34545.0,0.2,109826,18.465572815180376,99.1686850108353,Eaton County,MI,26045.0,575.18,166000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,4,4,4,5,5.0,5,5,0,0,27,3/30/20
39,2.47,1.4353352670192798,8.701586759938577,21.039498379116193,12.052124210885514,13.609025763521586,13.38082238525849,46888,7.3,34465.0,1.0,92573,19.8524407764683,98.82255085176024,Grand Traverse County,MI,26055.0,464.33,246000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3.0,3,3,0,0,8,4/3/20
40,2.39,0.7216678545972915,7.766096459966739,25.3875623663578,8.245723449750535,19.354359705393204,10.761166547873604,67344,9.6,26940.0,0.2,158823,17.97409695069354,95.15813200858818,Jackson County,MI,26075.0,701.67,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,6,7.0,8,8,0,0,56,3/25/20
41,2.46,0.6652000838047349,8.260752446798957,26.715752297147645,11.745383257011163,16.728023704767892,10.515997725300052,133644,7.5,30504.0,2.0,264870,15.036810510816627,99.17393438290482,Kalamazoo County,MI,26077.0,561.66,151000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,4,6,6,7,7,7,7,8.0,8,8,0,0,30,3/26/20
42,2.48,0.9494422027059102,7.131365878102171,23.592320067515892,8.5106944114777,23.463090434369807,10.490017670174328,75834,10.6,25432.0,0.4,173588,16.960273751641818,97.01765098969976,Muskegon County,MI,26121.0,499.25,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5.0,5,5,0,0,18,3/29/20
