,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,employed,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,health_ins,county,state,FIPS,area,domestic_passengers,intl_passengers,order started,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,cases_march1,cases_march15,cases_april1,ten plus cases
615,2.61,0.2248490747042468,11.320035957269384,21.596428430400152,9.601612966916061,8.719405543644646,10.543052326189109,430511,16.2,28145.0,0.9,935764,13.575645141296313,98.7548142480369,Shelby County,TN,47157.0,763.17,2180000,0,03/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,7,8,11,13,15,17,20,20,26,26,21,26.0,26,32,0,2,496,3/19/20
616,2.81,4.390423991139636,8.522420696901714,20.37883736120183,10.595518700479936,11.850736943742369,12.662936983500412,35213,14.9,21390.0,0.0,87092,15.955541266706474,97.75524732466818,Angelina County,TX,48005.0,797.78,0,0,04/02/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4/4/20
617,3.19,4.059735927945233,13.243012582440958,25.134084817292308,7.1968639159813454,8.794137067959797,11.680973397050266,383153,6.5,38710.0,1.5,787858,11.078138446268238,99.38935696534145,Fort Bend County,TX,48157.0,861.48,6518000,523000,04/02/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,5,6,6,6,7,10,11,11,11,12.0,15,15,0,9,163,3/18/20
618,2.69,1.5201027491911754,8.941780877595148,24.83701572127656,11.510510656977026,10.639093465996844,13.146043668406248,61509,8.0,27017.0,0.0,133991,17.617601182168947,99.07381839078742,Grayson County,TX,48181.0,932.8,0,0,04/02/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,4/2/20
619,2.62,4.936992345489187,15.980880435872582,15.509576494969414,6.872346826219207,8.520239328809707,12.48119798108099,29917,15.9,25342.0,0.0,82299,22.016063378655875,98.73874530674736,Henderson County,TX,48213.0,873.75,0,0,04/02/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,4/11/20
620,2.58,6.628802032732979,6.223376429265378,26.659068828936554,7.491966220760781,4.995889694342725,13.072640310888572,53524,11.5,27617.0,0.0,118189,15.134234150386247,95.36928140520693,Tom Green County,TX,48451.0,1521.97,0,0,04/02/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,1,1,0,0,9,4/2/20
621,2.98,0.5698086463501063,13.128778088131073,22.26089131612957,8.680368532955352,9.863842914912244,11.231583774544541,599675,5.7,33658.0,3.2,1152633,10.88473087270623,99.4230600720264,Salt Lake County,UT,49035.0,742.28,11732000,485100,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,7,7,7,7,7,7,7,7,7.0,7,7,0,14,396,3/15/20
622,2.5,0.5460385438972162,8.672376873661669,26.300856531049252,7.2858672376873646,11.437366167023553,14.705567451820128,37360,7.0,31572.0,0.0,78747,21.195728091228872,99.45394745196644,Bedford County,VA,51019.0,753.02,327000,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,4/8/20
623,2.96,0.7959341638309991,11.865990974544713,19.263067194368578,10.319395966293284,3.015787244607364,13.552787230003064,68473,5.3,38641.0,3.2,134238,14.310403909474218,99.63125195548206,Spotsylvania County,VA,51177.0,401.5,0,0,03/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,8,4/3/20
624,3.4,17.239188859027607,11.392621548986073,18.7197654532128,7.422428536525777,6.7823112631321765,10.90398240899096,40930,11.1,26634.0,0.5,94347,9.716260188453262,97.84836825760227,Franklin County,WA,53021.0,1242.17,393999,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2.0,2,4,0,0,33,3/27/20
625,3.13,25.72356830713616,5.566614043517057,16.212506005902945,4.333401972224129,15.041068936325988,7.580021506852449,43707,7.4,23269.0,0.5,97331,14.467127636621427,99.53355046182614,Grant County,WA,53025.0,2679.51,0,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2.0,2,2,0,2,63,3/21/20
626,2.61,3.5316527379747056,7.554098810769997,22.344825219226745,10.442228819521905,13.481372162064764,9.958299727146363,58273,5.1,34708.0,0.9,128206,20.76033882969596,98.73172862424536,Skagit County,WA,53057.0,1731.2,359000,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,5,5,5,6,6,6,6.0,6,6,0,4,128,3/18/20
627,2.55,2.925461766279569,8.410137380649147,23.573253351620608,9.15619795473899,5.749187999728704,11.187894225189718,132697,4.6,34725.0,1.6,286419,17.190200370785462,98.04517158428736,Thurston County,WA,53067.0,721.96,0,0,03/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,3,48,3/22/20
628,2.26,0.5338711590936054,12.281673059938571,28.48103768734923,9.80213812103716,5.3716666007566465,11.207339739787242,75861,13.9,29071.0,2.7,180454,20.86903033460051,98.86231394150309,Kanawha County,WV,54039.0,901.59,216000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,37,3/27/20
629,2.34,1.4363487449613772,13.031845701713534,30.080778557548694,7.158939440170871,9.043023013056256,9.014437360484349,311345,4.1,40425.0,4.6,542364,13.816735624045846,99.15997374457008,Dane County,WI,55025.0,1197.24,1034000,0,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,5,8,9,9,11,11,11,12,12,12,12,12.0,13,16,0,6,215,3/16/20
630,2.58,1.3262066471084677,8.393280552987981,20.05988023952096,8.369167704858741,19.78258248603464,10.264035687015232,49766,2.7,36104.0,0.1,89694,13.927353000200682,99.27754364840456,St. Croix County,WI,55109.0,722.33,0,0,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4/13/20
631,2.57,1.0700389105058363,11.211089494163424,17.930933852140075,10.537937743190662,8.263618677042803,14.480544747081712,102800,6.4,32704.0,0.0,218022,20.38464008219354,98.60610397115887,Baldwin County,AL,1003.0,1589.78,972000,0,04/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2,2,0,1,20,3/28/20
632,2.34,0.4818435754189944,8.372905027932964,21.51536312849162,12.558193668528864,15.682029795158286,16.53631284916201,42960,10.7,29063.0,0.0,92387,19.936787643283147,99.18278545682834,Lauderdale County,AL,1077.0,667.7,0,0,04/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4,4.0,4,4,0,0,12,3/28/20
633,2.89,1.1780325890162944,9.856366928183462,18.949909474954733,6.322269161134582,21.49185274592637,11.222691611345804,41425,9.2,28132.0,0.0,96174,15.695510221057663,96.97631376463494,Limestone County,AL,1083.0,559.94,580000,0,04/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,23,3/26/20
634,2.4,0.9448205328008572,9.102420493839187,22.807188428383576,14.091949544635465,8.542346466663421,12.901183460770467,41066,17.9,26857.0,0.6,99154,23.187163402384172,98.79076991346794,Garland County,AR,5051.0,677.78,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,32,3/24/20
635,2.76,0.4289163950759046,7.14297776051605,27.578986473935732,7.011263276988803,11.001536668974486,13.433188672554413,59219,8.1,29555.0,0.0,121421,17.948295599607974,99.07264805923192,Saline County,AR,5125.0,723.6,1029000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,1,1,0,0,13,3/31/20
636,2.44,2.076046485388695,14.407139364828634,23.58225474551775,11.125438554074456,9.140729517577086,11.404823691859686,186123,5.4,37073.0,1.1,350518,15.691633525239787,99.17750300983116,Larimer County,CO,8069.0,2596.0,0,0,03/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,6,6,7,7,7,8,8,8,8,8,8,9,9,9,9.0,9,9,0,1,99,3/21/20
637,2.61,1.1891124043440406,9.428126288777896,38.66944660831845,11.561196902350732,4.098886495898822,10.497334616383329,130938,8.9,29435.0,2.9,269956,13.975240409548222,99.12985819911393,Alachua County,FL,12001.0,875.02,231000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,90,3/19/20
638,2.42,1.255560112306382,9.57285718792391,17.94851572604814,13.547745985677778,5.814063535127291,19.54635792927222,63398,6.8,30634.0,0.6,184998,40.17394782646299,98.18214250964876,Charlotte County,FL,12015.0,680.28,787000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,5,5,5,5.0,5,7,0,1,24,3/28/20
639,2.62,1.0648505231582537,14.713727860761065,21.28332380494801,9.868223143853909,4.891126910964012,11.714496309592212,701413,10.9,32445.0,1.4,1436888,14.32317619744893,99.30182449849954,Hillsborough County,FL,12057.0,1020.21,10971000,463500,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,5,5,5,5,5,5,7,9,9,14,16,16,17.0,18,18,0,4,309,3/18/20
640,2.59,1.8352260478313176,9.855560268990313,19.855768896430387,14.1261639672594,5.064778820142283,13.69569601591132,143797,8.4,27869.0,0.1,356495,26.683123185458427,98.99914444802872,Lake County,FL,12069.0,938.38,1389000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,4,4,4,4.0,5,5,0,0,67,3/24/20
641,2.44,2.74225778170933,11.491102668804448,22.299800175340213,8.91470725292431,6.609220367898525,14.396853353973984,126611,10.7,25634.0,0.4,359977,28.89740177844696,97.48067237629073,Marion County,FL,12083.0,1584.55,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3.0,3,3,0,0,28,3/28/20
642,2.53,0.808094299929876,12.543270889682884,17.811466924900657,17.380705913781014,4.004853018109772,9.328702930733183,89841,9.9,32749.0,0.8,207269,16.454462558317935,93.79453753335038,Okaloosa County,FL,12091.0,930.25,682999,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,1,39,3/21/20
643,3.57,0.3806990707974704,11.840483093993287,17.836921531471887,18.675372708385652,3.7892970480126023,14.138946599392707,175204,10.7,22100.0,1.9,367990,13.159868474686814,99.6211853582978,Osceola County,FL,12097.0,1327.45,20003000,3151900,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,5,5,5,5,5.0,5,5,0,1,115,3/19/20
644,2.58,0.21818984150591847,16.707458088346456,20.718228658050755,10.618163691412557,4.990990475645684,10.83267617603916,244741,6.5,35210.0,0.7,467832,15.5470339780092,99.28157971237538,Seminole County,FL,12117.0,309.22,21392000,3151900,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2.0,2,3,0,1,109,3/20/20
645,2.46,0.5880002040781619,10.444550262750633,20.92141290114114,11.579735038519757,6.604904678491862,14.15154504175099,235204,7.8,29095.0,0.7,547538,24.42643250331484,99.10325858661864,Volusia County,FL,12127.0,1101.03,1753000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,5,5,6,7,7,7.0,8,9,0,5,80,3/20/20
646,2.33,0.5666666666666667,12.603333333333332,35.20166666666667,12.391666666666666,8.551666666666668,10.675,60000,13.4,23653.0,3.8,127330,11.798476399905756,99.34422367077671,Clarke County,GA,13059.0,119.2,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,5,7,8,8,8,8,9,9,9,10,11,11,11,12.0,12,12,0,2,51,3/20/20
647,3.26,0.0,13.017016168890775,27.39108945844807,8.674715808797572,7.211748923250724,10.023300148273671,70815,6.5,34543.0,0.2,154291,13.823878256022711,98.36283386587681,Columbia County,GA,13073.0,290.09,298000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,24,3/26/20
648,2.56,1.3927960725908766,6.952948314854653,23.994704616912127,14.449224998620991,8.158199569750124,11.801533454685865,36258,22.1,21232.0,0.2,91243,15.232949376938505,98.02395800225771,Dougherty County,GA,13095.0,328.69,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,6,6,6,6,12,13,17,17,18,27,29,30,30,30,31,52,61,62,67,69,72,77,78.0,83,83,0,6,480,3/19/20
649,3.02,0.17544751830756716,10.253085164090047,22.623406563601844,8.017188771358827,7.601030648223487,9.840317331163547,117984,4.3,30652.0,0.8,230220,11.404743289027886,99.44618191295281,Henry County,GA,13151.0,322.13,45711000,6133500,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4.0,5,5,0,1,90,3/24/20
650,2.64,1.0391556009533538,11.609124957439564,19.605039155600952,6.05652025876745,9.789581205311542,13.084099421178072,73425,9.2,33750.0,0.1,155469,11.808785031099449,97.41041622445631,Houston County,GA,13153.0,375.54,0,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,5,5,5,6,6,6,7,7,7,7,7,8,9.0,9,9,0,0,35,3/28/20
651,2.79,0.4578546826984552,5.945923649638049,15.831047497267306,7.315362880772165,40.16746756862664,7.839214634850579,48487,9.7,22079.0,0.0,104062,14.018565854971076,99.16684284368935,Whitfield County,GA,13313.0,290.46,503000,0,04/03/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3.0,3,3,0,0,10,3/31/20
652,2.88,3.128571428571429,14.548979591836734,23.087755102040816,9.248979591836736,7.897959183673469,12.008163265306122,49000,7.4,28396.0,3.6,116854,12.875896417752069,99.31624077909186,Bonneville County,ID,16019.0,1866.08,160000,0,03/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,4/10/20
653,2.38,0.4529522782421138,11.09579016292416,21.840311212109537,12.40226476139121,9.683780764934717,12.577128991256787,129815,9.2,31100.0,1.2,264461,17.302362163041053,99.06980613398571,Madison County,IL,17119.0,715.58,7603000,136100,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.0,2,3,0,0,25,3/28/20
654,2.46,2.409479921000658,4.601711652402896,23.69321922317314,8.759052007899934,14.832126398946675,14.282422646477947,30380,15.1,23995.0,0.5,76806,19.732833372392786,96.56276853370831,Vermilion County,IL,17183.0,898.37,0,0,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,4/16/20
655,2.95,0.3577757993793006,10.754906936690324,22.122470261620087,9.378440818613218,11.234437446090954,10.587390205818156,360561,4.5,36541.0,4.3,692310,13.061923126922913,98.98167006109979,Will County,IL,17197.0,836.91,10261000,393300,03/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,4,4,5,8,9,9,10,11,13,19,19,37,37,52,57,60,63,77.0,81,88,0,0,322,3/21/20
656,2.52,0.2971360083897226,9.25116732003296,20.424979400234715,13.308696846363206,15.313740667682087,8.085095757696822,40049,6.1,34186.0,0.9,77781,15.985909155192143,98.4687777220658,Floyd County,IN,18043.0,147.94,1869000,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4,4,5.0,5,5,0,0,21,3/27/20
657,2.3,0.05815683410424951,6.47028591522627,39.67648570423869,13.016310963239471,9.90018664286294,7.912034407206037,73938,10.3,27699.0,2.8,146917,12.963782271622753,99.23698414751186,Monroe County,IN,18105.0,394.51,0,0,03/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2,2,0,0,33,3/28/20
