,household_size,empl_agriculture,empl_professional,empl_social,empl_services,empl_manufacturing,empl_retail,prc_fam_poverty,avg_income,prc_public_transp,population,pop_65_plus,health_ins,county,state,area,domestic_passengers,intl_passengers,deaths,cases_march1,cases_march15,cases_april1,ten_plus,order,density,death_prc
389,2.73,0.08405989756421785,11.393048441959571,30.402314579505024,7.160730343668139,4.65066270477382,12.984321851663609,4.6,46846.0,9.0,98892,17.285523601504668,99.58641750596612,Putnam County,NY,230.31,184000,168800,7,0,0,207,27,30,429.38647909339585,7.078428993245156e-05
390,3.21,0.06340236380552014,12.287653767961132,31.480651941697392,7.996278556907067,4.963302436166914,11.712208400813205,9.9,37371.0,7.3,325695,15.692288797801625,99.44733569750841,Rockland County,NY,173.55,14899999,1283300,319,0,12,3321,33,30,1876.6637856525497,0.0009794439583045488
391,2.5,1.5001875234404298,7.13839229903738,35.08251031378922,11.917114639329915,5.7350918864858125,9.804350543817977,10.9,29049.0,0.8,75498,18.805796180031265,98.05955124639065,Sullivan County,NY,968.13,184000,168800,11,0,0,121,26,30,77.98332868519724,0.00014569922382049857
392,2.56,1.0638625921243332,11.091923895278917,25.86573745721423,7.7985753492244605,15.837676154059634,10.108236455024825,6.0,42676.0,1.1,73139,24.44113263785395,99.30133034359234,Chatham County,NC,682.19,0,0,1,0,1,16,20,22,107.21206701945205,1.367259601580552e-05
393,2.43,3.15960391822828,8.557815161839864,14.427172061328793,11.70144804088586,10.064416524701873,11.443249574105618,11.4,26949.0,0.0,102912,19.03373756218905,93.82967972636816,Craven County,NC,708.96,0,0,1,0,1,7,14,22,145.15910629654704,9.717039800995025e-06
394,2.85,2.37998569301858,8.21878081317789,22.06175202521122,9.390406588944957,9.164201612435473,13.69796802196315,12.2,23571.0,0.0,134214,12.696887060962345,95.77391330263607,Harnett County,NC,594.99,234000,0,2,0,2,18,22,22,225.5735390510765,1.4901575096487698e-05
395,2.59,1.2020062262193014,8.11282139974634,18.68442292171105,8.863714977516429,23.074484030900496,10.635016718551828,10.5,26382.0,0.1,143351,17.584111725764036,99.17545046773306,Randolph County,NC,782.52,932999,0,2,0,0,17,18,22,183.19148392373359,1.395176873548144e-05
396,2.51,1.3778273335457152,6.400658383774028,24.317723266433052,11.731443134756296,17.433896145269188,12.188064139322504,14.6,24629.0,0.5,81455,18.17445215149469,98.82143514824136,Wilson County,NC,368.17,0,0,3,0,0,15,18,22,221.2429040932178,3.683015161745749e-05
397,2.65,1.3141119937236443,7.048641757379621,20.41041482789056,7.053545160341276,27.27763067568893,11.402863587329607,14.5,23817.0,0.3,97493,19.04649564584124,97.07671319992204,Ashtabula County,OH,701.93,0,0,3,0,0,6,12,29,138.89276708503698,3.077144000082057e-05
398,2.56,8.46736045411542,10.592387744705627,24.168546685102967,7.153773378938942,12.06607961574849,11.381995487955752,7.6,25267.0,0.1,67505,21.25768461595437,94.36338049033405,Belmont County,OH,532.13,0,0,3,0,2,11,15,29,126.85809858493225,4.4441152507221685e-05
399,2.34,1.8294032309621584,6.793872482726401,20.789790749711077,9.951068381322383,19.1226732892375,14.271312301753175,5.9,32438.0,1.8,75930,16.895825102067693,98.87001185302252,Hancock County,OH,531.36,0,0,1,0,0,6,11,29,142.89747064137308,1.3170025023047544e-05
400,2.39,0.6516690353218483,4.353703767894902,28.066830739367052,8.807930950812851,18.853339803806023,12.319317827307707,14.1,23377.0,1.6,76931,17.361011815782973,92.73764802225372,Ross County,OH,689.19,0,0,0,0,0,2,8,29,111.6252412252064,0.0
401,2.38,0.7464209201890707,8.589224787748947,22.898176171206398,10.069597941533194,17.215288876798034,11.46665759853096,10.8,28193.0,1.0,371574,19.39371430724432,98.70954372480314,Stark County,OH,575.27,446000,0,21,0,3,52,25,29,645.9123541988979,5.651633322030067e-05
402,2.48,1.4586381541924591,4.920652785593697,25.015194147439505,11.272931907709625,21.80078784468205,9.832301631963984,9.3,27209.0,0.1,92176,19.55715153619164,98.98346641208124,Tuscarawas County,OH,567.64,446000,0,0,0,1,14,15,29,162.38460996406172,0.0
403,2.62,2.0240114255110244,7.196733017941622,25.86807105239668,9.102472551995,9.258680710523967,11.751316611621888,12.4,25060.0,1.3,120422,12.641377821328328,88.61752835860554,Comanche County,OK,1069.29,0,0,0,0,0,21,18,0,112.61865349905078,0.0
404,2.57,3.017546784478806,11.353050889842873,22.206216396448962,11.678666694452549,6.23046305172342,12.29473179677406,13.6,31189.0,0.7,792582,13.661299398674204,98.58538296352933,Oklahoma County,OK,708.82,2073000,0,22,0,1,192,28,0,1118.171044835078,2.7757380308914408e-05
405,2.61,4.08625804086258,6.27937206279372,22.54441222544412,9.469053094690533,10.908909109089091,11.028897110288973,14.5,23510.0,0.1,72679,16.264670675160634,97.556378045928,Pottawatomie County,OK,787.67,0,0,3,0,0,6,13,0,92.27087485876065,4.1277397872838095e-05
406,2.36,3.9693639693639695,4.941724941724941,25.934065934065927,6.686646686646688,14.255744255744258,10.612720612720613,3.4,28033.0,0.5,65263,21.87610131314834,99.17870769042185,Armstrong County,PA,653.2,0,0,1,0,0,5,13,20,99.91273729332516,1.5322617716010602e-05
407,2.34,1.3184206066768345,6.2345365192340285,24.57380105066937,10.052533468903576,9.696661582782578,16.9632265717675,9.4,27847.0,2.4,122492,20.811971394050225,98.79012506939227,Blair County,PA,525.8,0,0,0,0,0,4,5,20,232.96310384176496,0.0
408,2.37,2.7151546525171475,5.326776239161382,24.36650705319011,8.041930891678529,23.80742849747639,9.602691859712694,8.0,26419.0,0.8,85063,20.63882063882064,98.16488955244937,Crawford County,PA,1012.3,0,0,0,0,0,5,7,20,84.02943791366197,0.0
409,2.23,3.153355183715715,8.03174055545972,25.67189925823702,6.368811454200449,10.688287045023287,13.41038468173193,10.2,27902.0,0.2,130441,21.22952139281361,97.23629840310946,Fayette County,PA,790.34,150000,0,3,0,0,14,19,20,165.04415821039046,2.299890371892273e-05
410,2.69,0.5235027090349978,12.039097964562893,20.835407819592923,8.162249231219798,13.807292429345438,9.010103968370183,5.7,33330.0,0.4,274118,14.360239021151473,99.39697502535404,York County,SC,680.6,20715000,1549800,3,0,0,66,23,14,402.75933000293855,1.0944191917349463e-05
411,2.39,1.1132764375153998,6.630378782787894,28.51286875881997,12.194520977532873,12.707479336066124,9.340770109535649,15.7,28779.0,0.0,97605,16.987859228523128,98.64761026586751,Madison County,TN,557.12,0,0,0,0,0,7,14,21,175.1956490522688,0.0
412,2.79,0.9140039181247044,9.531176112950078,25.531311220698505,10.184422076606094,4.923326352766331,10.895088833344591,10.2,25490.0,0.1,355642,10.87020093239831,94.9480095151866,Bell County,TX,1051.02,0,0,3,0,1,46,25,19,338.37795665163367,8.435449131429921e-06
413,3.37,2.567858259126928,7.913783699309312,32.218347623045766,10.230371818521672,4.9089605383309545,11.489786788093474,25.5,16788.0,0.7,423908,13.683629466771093,99.60274399162084,Cameron County,TX,890.92,300000,0,3,0,0,26,21,19,475.80927580478607,7.077007275163479e-06
414,3.03,1.8676120287634617,9.837953902414476,18.688421923752227,6.231337858844317,12.80041154564466,11.308558583746185,6.4,33727.0,0.2,179436,12.684188234245074,99.36021757061012,Ellis County,TX,935.49,0,0,3,0,0,20,20,19,191.80963986787674,1.671905303283622e-05
415,2.91,2.9140526520086514,12.826828018506761,19.3291321111516,9.487512870887539,9.083178647698748,10.486518447501098,13.5,31293.0,2.5,4698619,10.522538643801507,99.5143892279838,Harris County,TX,1703.48,22422000,5759500,63,0,11,847,33,19,2758.2472350717353,1.3408195046246567e-05
416,2.63,2.0196031556299308,8.793688740138657,22.953860865407602,9.151326798948123,11.520918001434374,13.396127181448724,14.5,25552.0,0.7,255001,14.344257473500106,94.65649154317042,Jefferson County,TX,876.3,0,0,6,0,0,27,19,19,290.997375328084,2.3529319492864735e-05
417,2.83,2.666335187544672,8.844277323720439,17.937163988936888,6.429659094440472,9.428509276236056,11.075546163647099,7.3,22335.0,0.5,86323,12.6061420478899,89.9968722125042,Liberty County,TX,1158.42,0,0,0,0,0,3,9,19,74.51787779907114,0.0
418,2.55,2.591593764388608,8.592383082286391,30.565677826744718,10.274287969479708,4.933894626060646,10.605801486548707,10.2,27520.0,1.2,307412,12.230817274537106,98.69393517494436,Lubbock County,TX,895.6,479000,0,25,0,0,100,23,19,343.24698526127736,8.132408624256698e-05
419,2.63,2.88357349635308,7.246939336600198,26.40337683761099,9.110022156453674,9.469053741529603,13.067455889250073,11.5,25473.0,0.1,137640,14.094739901191511,96.03458297006685,Taylor County,TX,915.55,0,0,2,0,0,14,17,19,150.33586368849328,1.4530659691950014e-05
420,2.34,0.0,0.0,0.0,0.0,0.0,0.0,17.3,17989.0,2.5,72480,12.729028697571742,78.73344370860927,Walker County,TX,784.17,0,0,0,0,0,5,11,19,92.42893760281572,0.0
421,3.62,3.595034952988004,7.845608435865119,21.319962644277414,7.908170204277773,1.839678668250356,16.595189090678296,22.8,17857.0,1.7,275910,9.424450001812184,99.1743684534812,Webb County,TX,3361.48,0,0,10,0,0,45,21,19,82.07991717933767,3.62437026566634e-05
422,2.96,0.9800512155796528,11.182858588093957,19.002718851759354,6.553697322247162,15.41841863994183,11.175745313142171,6.4,27045.0,1.4,256359,11.531485143880262,99.01622334304628,Weber County,UT,576.08,0,0,1,0,0,41,22,0,445.0059019580614,3.900779765875199e-06
423,2.34,1.0981100044053336,12.664797086032946,32.94007671727428,10.131192985849207,9.629414735303914,10.4352684567364,5.2,37812.0,1.9,164572,15.86418102714921,99.07092336484943,Chittenden County,VT,536.58,657999,0,22,0,1,164,26,27,306.70543069067054,0.00013368009138857158
424,2.52,0.34762795045571404,11.921593830334187,27.109137648983413,13.98399158681935,7.209628417854638,12.269221780789904,5.7,45046.0,0.5,76397,25.5572862808749,97.95279919368559,James City County,VA,142.44,195000,0,2,0,8,95,30,22,536.3451277730975,2.6179038443917955e-05
425,2.41,0.11791694359282208,8.727997770297794,27.23452608108397,8.041935553030466,7.793237999271059,8.822331325172051,3.3,34869.0,0.2,94073,20.93161693578391,98.36616244831144,Roanoke County,VA,250.52,327000,0,0,0,0,4,6,22,375.5109372505189,0.0
426,2.53,3.3188639464219274,5.127123899293066,26.079622969118194,8.121046756790276,14.064244077886643,12.367605109760635,5.3,31437.0,0.3,81244,18.720151641967405,99.59504701885677,Rockingham County,VA,849.09,350000,0,0,0,0,9,14,22,95.68361422228503,0.0
427,2.38,0.2327790973871734,10.61520190023753,24.819477434679328,11.48812351543943,14.52375296912114,9.473871733966746,9.1,27395.0,3.1,178626,13.109513732603318,95.18659097779718,Newport News city,VA,68.71,2036000,0,1,0,0,29,20,22,2599.708921554359,5.5982891628318386e-06
428,2.43,0.12718846053785302,10.512318973242246,23.94997253885511,12.94431650655695,6.377730456818553,12.61285567000376,13.7,30127.0,3.3,244076,11.173159179927564,88.12623936806568,Norfolk city,VA,54.12,2036000,0,2,0,0,33,19,22,4509.9039172209905,8.194169029318736e-06
429,2.62,0.5398681428038313,11.252643363602438,20.825973379773604,8.538375419828338,10.426669983828834,12.180619480034833,13.5,24730.0,3.5,94632,14.724406120551189,94.1288359117423,Portsmouth city,VA,33.65,2036000,0,0,0,0,13,16,22,2812.2436849925707,0.0
430,2.56,0.3587378618677131,13.122612777077196,22.62552410782167,10.166212174324748,5.832677013006522,11.48507459289171,4.5,38424.0,0.8,450189,14.183154186352846,94.40235101257471,Virginia Beach city,VA,249.02,1841000,0,1,0,0,88,25,22,1807.8427435547344,2.221289280724318e-06
431,2.4,13.146445040773258,8.389130604694786,21.483469244196648,11.046557069535993,4.6426803532814,10.752155902352602,6.7,31200.0,0.3,77036,18.715925022067605,99.17051768004568,Chelan County,WA,2920.53,0,0,5,0,0,17,22,29,26.377404101310375,6.490471987122903e-05
432,2.54,1.738887530989211,8.785222947728622,17.446489053388735,12.016830196585074,10.433325185935264,15.168127378749258,7.7,31154.0,0.6,117123,14.993639165663447,99.52101636740862,Berkeley County,WV,321.14,0,0,0,0,0,21,18,28,364.71009528554526,0.0
433,2.31,0.9746856295645488,9.115369831420573,23.485805282521554,10.084564274339684,10.090055460985116,17.06935368733183,10.9,26146.0,1.1,84203,20.41494958611926,99.34800422787788,Wood County,WV,366.26,0,0,0,0,0,2,11,28,229.89952492764704,0.0
434,2.62,0.519318653926049,7.725153487513271,21.28167843788949,8.192540276046715,19.181322993121913,12.464801735678346,8.5,32396.0,1.3,169290,13.981333805895215,98.84340480831708,Kenosha County,WI,271.99,0,0,5,0,0,54,25,27,622.4125886981138,2.95351172544155e-05
435,2.38,2.575384831658115,5.8185140929219115,26.20791452871301,6.7758487383144725,18.923174246151678,12.363815280804104,3.9,34986.0,0.5,135428,17.551761821779838,99.23649466875388,Marathon County,WI,1544.98,0,0,1,0,0,5,11,27,87.65679814625432,7.383997400832915e-06
436,2.4,9.330947602582393,7.278090770607152,24.55207099160965,12.017312667746696,4.274971588848319,10.834925163817491,6.5,36004.0,0.0,79115,15.041395437022054,98.29741515515387,Natrona County,WY,5340.35,0,0,0,0,0,15,17,27,14.814572078609078,0.0
437,2.67,0.644916540212443,8.127287333749889,23.333035793983754,12.400696242078016,9.450593591002411,13.911452289565293,11.8,26994.0,0.0,104722,17.942743645079354,99.02503771891293,Houston County,AL,579.82,0,0,3,0,0,8,13,17,180.6112241730192,2.8647275644086246e-05
438,2.64,1.2456832757770102,9.269856931425752,20.360138135175134,5.074000986679823,20.444005920078933,9.664528860384806,14.8,24988.0,1.0,96109,17.154480849868378,99.08853489267393,Marshall County,AL,565.84,580000,0,2,0,0,6,13,17,169.85190159762476,2.0809705646713628e-05
439,2.5,0.2947761960518477,13.240278548098846,22.814855898605213,9.551981265791582,12.348760296624965,9.146278835685381,16.3,29809.0,0.4,225763,15.182292935512018,97.7866169390024,Montgomery County,AL,784.25,168000,0,5,0,1,35,22,17,287.87121453618107,2.214711888130473e-05
440,3.14,2.795378307864331,3.463163125854144,37.343148217169826,12.172319542800349,2.0499440924338432,10.669027208348863,23.4,18125.0,1.4,110445,18.255240164787907,97.83783783783785,Navajo County,AZ,9950.42,0,0,1,0,0,171,26,21,11.09953147706328,9.054280411064331e-06
441,2.46,2.724268558072056,6.335133392439751,32.94914161360522,8.779318126863867,11.503586684935925,12.222938663657613,14.1,25108.0,1.1,108558,13.971333296486671,99.17371359089151,Craighead County,AR,707.21,0,0,1,0,0,11,15,0,153.50178871905092,9.211665653383444e-06
442,3.33,0.5888971648626805,8.958970539294148,21.567434219214697,9.533710506436767,8.084393802528222,12.369798682535405,11.7,25486.0,1.3,2171603,11.566018282347189,98.0742336421528,San Bernardino County,CA,20056.94,3341000,212000,39,0,0,183,26,33,108.27189990098191,1.7959083681501638e-05
443,2.87,0.7248370610608617,15.436464707456903,21.112342274484416,12.167041203164782,9.144936287295431,10.256158064777175,7.5,37841.0,2.6,3343364,14.052343687375949,96.88825386646505,San Diego County,CA,4206.63,11661000,505200,60,2,16,733,33,33,794.7844236360222,1.7945996906110134e-05
444,3.17,5.664742364073148,10.623804971319313,18.37157425111536,7.7263200470657445,10.321677207432463,11.57461881649262,11.7,27217.0,1.6,752660,12.734036616799084,98.56535487471102,San Joaquin County,CA,1391.32,0,0,17,0,8,151,30,33,540.9682891067475,2.2586559668376158e-05
445,2.92,10.748914994444391,13.322063837263412,22.719588979952327,11.282633263373821,6.784489881195452,8.315843455303469,7.0,37172.0,2.4,446527,15.318670539519449,98.44107971074536,Santa Barbara County,CA,2735.09,401000,0,2,0,0,99,25,33,163.25861306209302,4.479012467331203e-06
446,3.31,15.902409057001185,6.529465970424327,22.45875202948791,9.278050813989204,7.873864583790426,10.735991048312783,17.8,22606.0,1.1,465861,11.295643979641993,99.05078982786712,Tulare County,CA,4824.22,0,0,17,0,2,45,26,33,96.56711344010016,3.649157152026034e-05
447,2.42,5.617283950617285,10.272753373528568,26.57048521389607,7.796439850703416,5.292850990525409,11.52885443583118,11.3,28679.0,0.4,153207,18.798749404400574,99.38514558734262,Mesa County,CO,3328.97,221000,0,0,0,1,16,18,26,46.02234324731073,0.0
448,2.5,0.25207993465735845,10.830410747191346,25.658434990896502,7.1698578445294245,11.394893675105289,11.08667366766398,7.2,40806.0,3.3,892697,17.102555514357054,98.69597410991636,Hartford County,CT,735.1,3194000,0,243,0,2,469,29,29,1214.388518568902,0.00027220882337456045
449,2.5,2.2334099202594944,7.6598188944451975,25.694350587917285,9.671915123665359,15.213204487092847,11.942492228679551,10.2,31400.0,0.5,117027,16.17233629846104,98.38498807967392,Windham County,CT,512.91,0,0,1,0,0,19,17,29,228.1628355851904,8.545036615481897e-06
450,2.48,1.1923021617217084,11.140535876911278,19.52259981785937,14.009250826822605,6.9333269424339745,14.385515026602118,9.1,28801.0,0.7,185287,16.691403066593992,97.34843782888169,Bay County,FL,758.46,512000,0,2,0,0,10,15,18,244.2937003929014,1.0794065422830528e-05
451,2.78,0.2078724364026457,14.856868062141835,20.472300972160713,10.77607422166004,4.5849076185299324,12.097703127745476,9.3,32368.0,2.4,1951260,16.63156114510624,99.37537796090729,Broward County,FL,1209.79,23939000,14306200,101,0,36,1232,34,18,1612.8914935649989,5.176142595041153e-05
452,2.6,4.0576469126599575,16.864827928935274,14.166977264256433,13.095415579575105,4.0831159150205,11.093924711144242,6.7,45138.0,0.7,378488,32.355847477330855,99.52521612310034,Collier County,FL,1998.32,4423000,175800,6,0,5,150,29,18,189.4030986028264,1.58525501469003e-05
453,2.51,0.8624649145190101,8.140560638646885,24.64841614114388,12.446323770641198,4.197134837604345,16.738234972478402,9.1,28236.0,0.9,315534,16.795654351036653,95.7123479561632,Escambia County,FL,656.46,972000,0,4,0,0,94,23,18,480.6599031167169,1.2676922296804782e-05
454,3.03,0.7053926195220284,13.39175434916862,20.21744386572051,10.852238962491695,4.532471656121462,10.675053308630757,13.2,28208.0,4.6,2761581,16.221432577932713,99.14827774379968,Miami-Dade County,FL,1897.72,23939000,14306200,183,0,13,2202,32,18,1455.209936133887,6.62663887099455e-05
455,2.97,0.07620881214527807,6.668271062711831,17.481900407115496,8.376952850811223,18.570884222770392,13.115937669213645,9.8,24628.0,0.0,106408,13.768701601383354,98.91549507555824,Bartow County,GA,459.54,0,0,21,0,9,144,30,18,231.55329242285762,0.0001973535824374107
456,2.74,1.3938705563526224,5.893312609596684,16.111708911206758,6.5319623784473135,36.10314044316914,10.883947074764864,9.4,25694.0,0.1,205560,14.462930531231756,98.68165012648376,Elkhart County,IN,463.17,360000,0,3,0,0,23,19,28,443.81112766370876,1.4594279042615294e-05
457,2.51,0.22863074633139874,11.939629472347688,21.202177353974445,10.088492538401814,11.34038528355789,12.405469979882215,12.4,27950.0,1.8,954670,12.579425351168465,98.95545057454409,Marion County,IN,396.3,4567000,0,164,0,6,1117,29,28,2408.9578602069137,0.00017178710968187961
458,2.66,0.5893032530730081,9.777076698711273,21.482782225661484,7.518080895264741,15.20878597577309,9.628262745915057,9.0,30355.0,0.5,70116,16.732272234582688,98.60802099378174,Morgan County,IN,403.97,4567000,0,3,0,0,41,20,28,173.56734410971112,4.278623994523361e-05
459,2.52,1.969080226985623,11.407431172424856,22.25742415431814,6.230073589861842,5.3919111307172525,11.9969521365122,4.8,41200.0,0.6,90180,11.849634065202928,99.52982923042805,Dallas County,IA,588.45,1340000,0,0,0,1,27,19,0,153.25006372673974,0.0
460,2.58,2.743142144638404,5.884639051721345,30.644168798782268,8.903067007805163,15.199015448392005,8.482041649123943,6.1,27805.0,0.1,66765,15.177113757208119,96.07429042162808,Butler County,KS,1429.86,0,0,0,0,1,5,1,22,46.693382568922836,0.0
461,2.32,1.2758660776563588,9.545745175540572,31.970762613345734,12.312543594512904,9.47454080446408,12.66711229946524,8.3,30466.0,3.0,121436,12.599229223623967,99.36756810171612,Douglas County,KS,455.87,0,0,0,0,0,31,22,22,266.38296005440145,0.0
462,2.83,0.19109006902059208,6.59973760766642,24.6306542695796,10.897838115338542,7.395470880155154,12.594832011864696,10.5,30757.0,0.0,81352,14.953535254203956,91.86129412921623,Leavenworth County,KS,462.83,5738000,0,1,0,0,25,22,22,175.77080137415467,1.2292260792604976e-05
463,2.4,3.2158889946946,10.20541422935655,40.742756087607134,8.594749013739628,3.3138348524010337,9.508910352333015,8.0,26161.0,0.3,73703,9.545066008167916,91.88906828758671,Riley County,KS,609.77,0,0,0,0,0,5,13,22,120.87016416025715,0.0
464,2.37,0.5582500960430272,9.880426431041107,24.46335958509412,7.947560507107183,9.975268920476374,9.533470995005764,9.7,31301.0,1.1,177499,18.46545614341489,98.017453619457,Shawnee County,KS,544.02,0,0,5,0,0,18,18,22,326.27293114223744,2.8169172784072024e-05
465,2.38,1.468752721256277,12.004295956576009,29.08014281152942,9.99216278192215,8.270296943484949,12.567995123508751,9.1,34190.0,2.0,323780,13.267959725739699,98.64970041386127,Fayette County,KY,283.65,653000,0,7,0,5,110,27,26,1141.4771725718315,2.1619618259311877e-05
466,2.51,2.903350391039877,10.633388046731678,24.83248044800618,11.986096359949794,5.4146953751086215,13.165009172540307,15.5,24553.0,1.2,242922,17.133071520899712,98.37766855204552,Caddo Parish,LA,878.54,290000,0,55,0,1,298,27,29,276.50647665444944,0.0002264101234141
467,2.82,2.081664074405744,10.119244002450863,22.914015490722853,4.958288165150586,12.889035521829975,8.898524767874818,5.5,32662.0,0.1,139567,13.56982667822623,99.22474510450178,Livingston Parish,LA,648.17,387000,0,5,0,0,25,21,29,215.32468333924743,3.582508759233916e-05
468,2.58,4.867588118515188,8.560886991047683,30.173802299883885,10.218376596621344,5.91452223096228,9.502940405288985,14.1,25507.0,1.3,130562,16.294174415220358,97.71143211654233,Rapides Parish,LA,1317.96,0,0,7,0,0,69,23,29,99.06370451303529,5.36143747797981e-05
469,2.18,1.4706597700776676,7.20412498175863,29.65479221052973,5.22108540203979,7.338705754544128,17.685210708089446,6.9,30540.0,0.0,122083,20.371386679554075,98.74511602762057,Kennebec County,ME,867.52,0,0,3,0,0,12,18,19,140.72643858354851,2.457344593432337e-05
470,2.34,0.6752017878582552,9.342272624609203,42.11095657549065,9.684628460706346,7.612662410993426,9.463523649893608,4.2,36120.0,2.7,161355,17.333209383037406,99.23398717114435,Hampshire County,MA,527.26,0,0,6,0,0,81,22,28,306.0254902704548,3.718508877939946e-05
471,2.64,2.58656330749354,8.356589147286822,27.59431524547804,6.69250645994832,10.304909560723514,10.224806201550388,4.6,31953.0,1.2,79332,17.16835577068522,99.26385317400292,Clinton County,MI,566.41,166000,0,6,0,0,33,19,28,140.06108649211703,7.563152321887763e-05
472,2.37,0.395574059319276,7.69938615883561,25.038435210018967,11.035674608073077,17.244223496538027,13.007933925104645,13.4,28039.0,2.4,406892,17.48867021224305,99.48389253167916,Genesee County,MI,636.98,359000,0,99,0,0,249,25,28,638.7830073157713,0.00024330780649410656
473,2.57,2.602411991601973,7.135882037009911,19.0054196572433,4.9704604267369765,25.638396562667843,10.307113910453591,8.0,31631.0,0.1,88028,18.138546826009904,98.25396464761214,Lapeer County,MI,643.01,0,0,13,0,0,8,14,28,136.89989269218208,0.0001476802835461444
474,2.34,1.234271731698833,8.208086938790197,26.088833979056965,10.265206491621583,18.0750638726625,11.55105614796867,11.7,28690.0,0.3,190800,19.26939203354297,98.28563941299791,Saginaw County,MI,800.11,0,0,20,0,0,71,21,28,238.4672107585207,0.00010482180293501048
475,2.4,0.7546055105000269,6.016703367527794,20.52607551425963,8.259036468123961,23.160481228852248,11.907191578495086,11.3,31060.0,1.3,159337,18.836177410143282,99.1834915932897,St. Clair County,MI,721.17,0,0,8,0,1,41,22,28,220.94235755785738,5.020804960555301e-05
476,2.77,1.4812844890632269,7.308024732398112,24.522305697759446,5.636593311614917,15.873944551559072,12.0178179642311,3.0,36949.0,0.5,136349,12.557481169645545,99.37293269477593,Wright County,MN,661.46,0,0,1,0,1,6,9,25,206.1334018685937,7.334120528936772e-06
477,2.75,0.5796176203756594,7.034373844964888,21.731460636403344,15.88824300258728,16.83243170592386,13.011995564665165,14.8,24364.0,0.4,143277,15.86856229541378,98.55594408034786,Jackson County,MS,722.75,272000,0,5,0,0,52,23,25,198.2386717398824,3.489743643431953e-05
478,2.63,2.475976538125546,6.242356171221764,31.648571072007986,9.896418320229627,8.451266691626108,12.59952577062274,8.7,23758.0,1.5,78753,16.442548220385255,98.50291417469809,Cape Girardeau County,MO,578.54,0,0,1,0,0,15,17,15,136.12369066961662,1.2697928967785353e-05
479,2.38,0.30240651023453496,12.883423422913241,22.32003556391169,9.396404533832436,9.009901831145038,10.805369697621806,9.3,31037.0,2.0,700307,14.956297737992053,99.04955969310605,Jackson County,MO,604.46,5738000,0,10,0,0,86,24,15,1158.5663236607882,1.4279451726171522e-05
480,2.23,2.3774345198119544,5.5688381464069865,22.58697112155809,11.177971793149764,2.9872397582269983,13.845533915379448,8.7,29743.0,0.7,81643,18.378795487671933,95.99965704346974,Cascade County,MT,2698.16,175000,0,0,0,0,9,14,24,30.25876893883239,0.0
481,2.73,0.3674414210128496,11.63114134542706,15.608465608465607,26.852985638699927,3.4956538170823883,11.182067271352988,10.0,30754.0,3.3,2231647,14.728583866534448,98.93370232837006,Clark County,NV,7891.43,21811999,1781000,115,0,16,961,34,20,282.793739537701,5.1531447401851635e-05
482,2.28,0.2019424337849692,11.981497024504455,28.147619919096808,9.843431506806093,5.177299146162149,10.692851868914117,7.1,36931.0,6.1,307117,17.034550350517886,98.67705141688671,Albany County,NY,522.8,1436000,0,20,0,7,240,31,30,587.446442234124,6.512176141340271e-05
483,2.41,0.6688004038040174,7.0860722029115175,32.230902479035464,11.081667068176339,9.936790905232245,12.812747358639916,12.4,28097.0,4.5,191659,19.197115710715387,98.57455167771928,Broome County,NY,705.77,0,0,8,0,1,42,22,30,271.56013998894826,4.174080006678528e-05
484,2.31,1.4280356576176327,5.4207656579061245,30.18492340536018,8.222023483253036,11.10117416265182,13.524507399821134,8.4,27980.0,0.2,80695,16.75816345498482,93.75673833570852,Clinton County,NY,1037.85,657999,0,3,0,0,25,22,30,77.75208363443659,3.717702459879794e-05
485,2.56,0.6667916901085621,12.631535079494073,28.98112840602057,10.307488209594855,5.883742090530863,11.113194835142698,6.5,38897.0,6.3,293718,17.558678732661942,97.29672679236546,Dutchess County,NY,795.63,184000,168800,19,0,4,547,31,30,369.1640586704875,6.468789791568783e-05
486,2.28,0.4634207993897924,10.470427544490613,28.131416382479593,9.142471961932976,9.989268149908867,10.839612056923153,9.4,32795.0,3.4,919719,17.96374762291526,98.80485235164221,Erie County,NY,1042.69,2506999,0,107,0,3,582,30,30,882.0637006205104,0.00011633988207267655
487,2.39,3.2126631571356463,6.046729645921973,29.548568544025386,9.656017884185477,12.25210932429509,9.79663950385808,5.2,28134.0,0.8,63227,17.58267828617521,95.50034004460122,Livingston County,NY,631.76,1272000,0,3,0,0,18,19,30,100.08072685830062,4.744808388821231e-05
488,2.4,0.8300276132837001,10.446618390935674,26.439515504980974,10.752075069033207,9.25167186621812,9.513957333811204,3.1,43386.0,0.8,230163,17.748291428248674,98.7395889000404,Saratoga County,NY,809.98,1436000,0,4,0,3,122,29,30,284.1588681202005,1.7378987934637627e-05
489,2.93,0.3849101295806047,11.448430349085221,27.756267349760453,7.0289975455782905,6.882294937889196,10.816872273609073,4.9,43905.0,6.4,1481093,16.884962659333347,99.26966098685229,Suffolk County,NY,912.05,1585000,0,693,0,41,7605,35,30,1623.9164519489063,0.00046789769447293315
490,2.5,0.6222590201684369,8.980711264052575,24.59152123572103,8.99752907540848,15.375360612685805,12.753075718961435,8.7,27589.0,0.3,166436,17.052200245139275,99.36552188228508,Alamance County,NC,423.94,0,0,0,0,0,7,14,22,392.59329150351465,0.0
